geoid,GEOID10,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US06037570203,6037570203,"Census Tract 5702.03, Los Angeles, CA",1205,50,182,62,1023,74
14000US06037570204,6037570204,"Census Tract 5702.04, Los Angeles, CA",1198,46,350,113,848,122
14000US06037570301,6037570301,"Census Tract 5703.01, Los Angeles, CA",2255,97,561,136,1694,153
14000US06037570303,6037570303,"Census Tract 5703.03, Los Angeles, CA",1248,76,617,132,631,117
14000US06037570304,6037570304,"Census Tract 5703.04, Los Angeles, CA",1439,64,537,93,902,98
14000US06037570402,6037570402,"Census Tract 5704.02, Los Angeles, CA",953,40,690,71,263,67
14000US06037570403,6037570403,"Census Tract 5704.03, Los Angeles, CA",1124,60,408,83,716,99
14000US06037570404,6037570404,"Census Tract 5704.04, Los Angeles, CA",857,32,516,57,341,54
14000US06037570501,6037570501,"Census Tract 5705.01, Los Angeles, CA",2086,108,1176,220,910,218
14000US06037570502,6037570502,"Census Tract 5705.02, Los Angeles, CA",1824,60,945,141,879,142
14000US06037570601,6037570601,"Census Tract 5706.01, Los Angeles, CA",1541,75,678,122,863,135
14000US06037570602,6037570602,"Census Tract 5706.02, Los Angeles, CA",1834,73,743,106,1091,109
14000US06037570603,6037570603,"Census Tract 5706.03, Los Angeles, CA",1804,85,282,63,1522,105
14000US06037570701,6037570701,"Census Tract 5707.01, Los Angeles, CA",2596,72,1315,147,1281,144
14000US06037570702,6037570702,"Census Tract 5707.02, Los Angeles, CA",790,40,698,58,92,44
14000US06037570800,6037570800,"Census Tract 5708, Los Angeles, CA",1727,77,1415,119,312,101
14000US06037570901,6037570901,"Census Tract 5709.01, Los Angeles, CA",1789,69,1534,107,255,97
14000US06037570902,6037570902,"Census Tract 5709.02, Los Angeles, CA",1202,51,820,92,382,82
14000US06037571000,6037571000,"Census Tract 5710, Los Angeles, CA",1882,66,1680,112,202,86
14000US06037571101,6037571101,"Census Tract 5711.01, Los Angeles, CA",1470,65,1273,111,197,82
14000US06037571102,6037571102,"Census Tract 5711.02, Los Angeles, CA",1304,44,1042,120,262,112
14000US06037571200,6037571200,"Census Tract 5712, Los Angeles, CA",3089,67,1581,171,1508,179
14000US06037571300,6037571300,"Census Tract 5713, Los Angeles, CA",1456,52,1317,85,139,69
14000US06037571400,6037571400,"Census Tract 5714, Los Angeles, CA",1667,52,1153,115,514,110
14000US06037571502,6037571502,"Census Tract 5715.02, Los Angeles, CA",1775,84,988,137,787,153
14000US06037571503,6037571503,"Census Tract 5715.03, Los Angeles, CA",1268,58,779,113,489,112
14000US06037571504,6037571504,"Census Tract 5715.04, Los Angeles, CA",1879,89,764,119,1115,144
14000US06037571600,6037571600,"Census Tract 5716, Los Angeles, CA",823,37,33,23,790,44
14000US06037571701,6037571701,"Census Tract 5717.01, Los Angeles, CA",1813,85,653,124,1160,132
14000US06037571703,6037571703,"Census Tract 5717.03, Los Angeles, CA",1065,69,408,65,657,80
14000US06037571704,6037571704,"Census Tract 5717.04, Los Angeles, CA",1235,36,531,94,704,100
14000US06037571800,6037571800,"Census Tract 5718, Los Angeles, CA",1330,58,964,79,366,83
14000US06037571900,6037571900,"Census Tract 5719, Los Angeles, CA",2306,139,1049,155,1257,188
14000US06037572001,6037572001,"Census Tract 5720.01, Los Angeles, CA",2156,82,1371,155,785,167
14000US06037572002,6037572002,"Census Tract 5720.02, Los Angeles, CA",1984,108,700,118,1284,141
14000US06037572100,6037572100,"Census Tract 5721, Los Angeles, CA",319,18,311,19,8,8
14000US06037572201,6037572201,"Census Tract 5722.01, Los Angeles, CA",2078,98,1207,152,871,166
14000US06037572202,6037572202,"Census Tract 5722.02, Los Angeles, CA",1094,50,761,82,333,91
14000US06037572301,6037572301,"Census Tract 5723.01, Los Angeles, CA",963,51,374,69,589,88
14000US06037572302,6037572302,"Census Tract 5723.02, Los Angeles, CA",835,40,493,59,342,63
14000US06037572400,6037572400,"Census Tract 5724, Los Angeles, CA",323,73,297,69,26,28
14000US06037572500,6037572500,"Census Tract 5725, Los Angeles, CA",1232,92,423,90,809,102
14000US06037572600,6037572600,"Census Tract 5726, Los Angeles, CA",1217,76,905,115,312,104
14000US06037572700,6037572700,"Census Tract 5727, Los Angeles, CA",1334,62,851,103,483,107
14000US06037572800,6037572800,"Census Tract 5728, Los Angeles, CA",226,50,0,12,226,50
14000US06037572900,6037572900,"Census Tract 5729, Los Angeles, CA",1318,49,465,112,853,116
14000US06037573002,6037573002,"Census Tract 5730.02, Los Angeles, CA",1131,80,98,61,1033,91
14000US06037573003,6037573003,"Census Tract 5730.03, Los Angeles, CA",622,26,364,53,258,54
14000US06037573004,6037573004,"Census Tract 5730.04, Los Angeles, CA",1655,84,203,71,1452,107
14000US06037573100,6037573100,"Census Tract 5731, Los Angeles, CA",2406,125,760,189,1646,203
14000US06037573201,6037573201,"Census Tract 5732.01, Los Angeles, CA",1318,62,376,74,942,89
14000US06037573202,6037573202,"Census Tract 5732.02, Los Angeles, CA",1697,69,573,87,1124,110
14000US06037573300,6037573300,"Census Tract 5733, Los Angeles, CA",1094,40,271,69,823,73
14000US06037573401,6037573401,"Census Tract 5734.01, Los Angeles, CA",645,50,232,57,413,61
14000US06037573402,6037573402,"Census Tract 5734.02, Los Angeles, CA",2614,160,1112,216,1502,241
14000US06037573403,6037573403,"Census Tract 5734.03, Los Angeles, CA",1484,111,1135,137,349,109
14000US06037573601,6037573601,"Census Tract 5736.01, Los Angeles, CA",2201,81,1855,126,346,132
14000US06037573700,6037573700,"Census Tract 5737, Los Angeles, CA",1712,47,1495,97,217,95
14000US06037573800,6037573800,"Census Tract 5738, Los Angeles, CA",1489,62,1296,97,193,88
14000US06037573902,6037573902,"Census Tract 5739.02, Los Angeles, CA",856,39,735,54,121,47
14000US06037574000,6037574000,"Census Tract 5740, Los Angeles, CA",1853,77,1660,108,193,78
14000US06037574100,6037574100,"Census Tract 5741, Los Angeles, CA",1906,41,1531,104,375,108
14000US06037574201,6037574201,"Census Tract 5742.01, Los Angeles, CA",1098,20,934,79,164,75
14000US06037574202,6037574202,"Census Tract 5742.02, Los Angeles, CA",737,30,325,52,412,58
14000US06037574300,6037574300,"Census Tract 5743, Los Angeles, CA",2249,36,1658,157,591,157
14000US06037574400,6037574400,"Census Tract 5744, Los Angeles, CA",1920,24,1577,90,343,92
14000US06037574500,6037574500,"Census Tract 5745, Los Angeles, CA",2267,53,2019,100,248,100
14000US06037574601,6037574601,"Census Tract 5746.01, Los Angeles, CA",0,12,0,12,0,12
14000US06037574602,6037574602,"Census Tract 5746.02, Los Angeles, CA",535,30,472,36,63,26
14000US06037574700,6037574700,"Census Tract 5747, Los Angeles, CA",0,12,0,12,0,12
14000US06037574800,6037574800,"Census Tract 5748, Los Angeles, CA",1496,67,724,97,772,101
14000US06037574901,6037574901,"Census Tract 5749.01, Los Angeles, CA",1358,60,1057,98,301,84
14000US06037574902,6037574902,"Census Tract 5749.02, Los Angeles, CA",1787,89,361,81,1426,110
14000US06037575001,6037575001,"Census Tract 5750.01, Los Angeles, CA",1696,76,592,116,1104,128
14000US06037575002,6037575002,"Census Tract 5750.02, Los Angeles, CA",1870,103,748,113,1122,133
14000US06037575101,6037575101,"Census Tract 5751.01, Los Angeles, CA",1458,74,300,80,1158,108
14000US06037575102,6037575102,"Census Tract 5751.02, Los Angeles, CA",1263,52,173,62,1090,85
14000US06037575103,6037575103,"Census Tract 5751.03, Los Angeles, CA",2039,66,323,88,1716,100
14000US06037575201,6037575201,"Census Tract 5752.01, Los Angeles, CA",1243,70,296,86,947,116
14000US06037575202,6037575202,"Census Tract 5752.02, Los Angeles, CA",1236,60,210,77,1026,86
14000US06037575300,6037575300,"Census Tract 5753, Los Angeles, CA",1306,93,165,67,1141,108
14000US06037575401,6037575401,"Census Tract 5754.01, Los Angeles, CA",1217,60,47,27,1170,66
14000US06037575402,6037575402,"Census Tract 5754.02, Los Angeles, CA",989,49,108,45,881,70
14000US06037575500,6037575500,"Census Tract 5755, Los Angeles, CA",41,27,0,12,41,27
14000US06037575801,6037575801,"Census Tract 5758.01, Los Angeles, CA",696,37,41,25,655,41
14000US06037575802,6037575802,"Census Tract 5758.02, Los Angeles, CA",1633,64,180,79,1453,96
14000US06037575803,6037575803,"Census Tract 5758.03, Los Angeles, CA",1289,61,161,62,1128,85
14000US06037575901,6037575901,"Census Tract 5759.01, Los Angeles, CA",1382,82,524,96,858,112
14000US06037575902,6037575902,"Census Tract 5759.02, Los Angeles, CA",2970,196,371,139,2599,205
14000US06037576001,6037576001,"Census Tract 5760.01, Los Angeles, CA",3238,271,1120,221,2118,287
14000US06037576200,6037576200,"Census Tract 5762, Los Angeles, CA",2976,126,445,148,2531,185
14000US06037576301,6037576301,"Census Tract 5763.01, Los Angeles, CA",1819,98,170,60,1649,120
14000US06037576302,6037576302,"Census Tract 5763.02, Los Angeles, CA",1224,56,108,57,1116,62
14000US06037576401,6037576401,"Census Tract 5764.01, Los Angeles, CA",1233,90,80,45,1153,90
14000US06037576402,6037576402,"Census Tract 5764.02, Los Angeles, CA",1348,77,298,91,1050,108
14000US06037576403,6037576403,"Census Tract 5764.03, Los Angeles, CA",1440,77,215,72,1225,99
14000US06037576501,6037576501,"Census Tract 5765.01, Los Angeles, CA",1429,88,120,55,1309,96
14000US06037576502,6037576502,"Census Tract 5765.02, Los Angeles, CA",1955,103,383,90,1572,134
14000US06037576503,6037576503,"Census Tract 5765.03, Los Angeles, CA",1908,62,245,69,1663,86
14000US06037576601,6037576601,"Census Tract 5766.01, Los Angeles, CA",2789,158,509,137,2280,201
14000US06037576602,6037576602,"Census Tract 5766.02, Los Angeles, CA",2584,180,526,146,2058,192
14000US06037576700,6037576700,"Census Tract 5767, Los Angeles, CA",2016,154,815,185,1201,193
14000US06037576801,6037576801,"Census Tract 5768.01, Los Angeles, CA",1926,185,416,127,1510,199
14000US06037576802,6037576802,"Census Tract 5768.02, Los Angeles, CA",1906,94,436,97,1470,115
14000US06037576901,6037576901,"Census Tract 5769.01, Los Angeles, CA",1775,90,162,57,1613,110
14000US06037576903,6037576903,"Census Tract 5769.03, Los Angeles, CA",1336,87,221,78,1115,106
14000US06037576904,6037576904,"Census Tract 5769.04, Los Angeles, CA",1273,49,324,101,949,119
14000US06037577000,6037577000,"Census Tract 5770, Los Angeles, CA",3259,136,805,207,2454,240
14000US06037577100,6037577100,"Census Tract 5771, Los Angeles, CA",3330,137,1045,197,2285,226
14000US06037577200,6037577200,"Census Tract 5772, Los Angeles, CA",3175,137,821,173,2354,191
14000US06037577300,6037577300,"Census Tract 5773, Los Angeles, CA",3167,158,726,142,2441,204
14000US06037577400,6037577400,"Census Tract 5774, Los Angeles, CA",1560,112,507,86,1053,113
14000US06037577501,6037577501,"Census Tract 5775.01, Los Angeles, CA",1710,64,1156,114,554,128
14000US06037577504,6037577504,"Census Tract 5775.04, Los Angeles, CA",770,61,312,61,458,70
14000US06037577602,6037577602,"Census Tract 5776.02, Los Angeles, CA",1616,111,1053,85,563,119
14000US06037577603,6037577603,"Census Tract 5776.03, Los Angeles, CA",3706,135,2599,195,1107,203
14000US06037577604,6037577604,"Census Tract 5776.04, Los Angeles, CA",774,47,630,60,144,53
14000US06037599000,6037599000,"Census Tract 5990, Los Angeles, CA",1471,171,405,132,1066,164
14000US06037599100,6037599100,"Census Tract 5991, Los Angeles, CA",82,52,18,22,64,48
14000US06037600100,6037600100,"Census Tract 6001, Los Angeles, CA",2180,77,361,117,1819,140
14000US06037600201,6037600201,"Census Tract 6002.01, Los Angeles, CA",1452,82,194,87,1258,109
14000US06037600202,6037600202,"Census Tract 6002.02, Los Angeles, CA",2201,91,580,121,1621,129
14000US06037600302,6037600302,"Census Tract 6003.02, Los Angeles, CA",1061,71,738,120,323,117
14000US06037600303,6037600303,"Census Tract 6003.03, Los Angeles, CA",1212,71,164,83,1048,101
14000US06037600304,6037600304,"Census Tract 6003.04, Los Angeles, CA",1115,52,189,40,926,67
14000US06037600400,6037600400,"Census Tract 6004, Los Angeles, CA",1542,90,847,140,695,142
14000US06037600501,6037600501,"Census Tract 6005.01, Los Angeles, CA",871,48,623,67,248,59
14000US06037600502,6037600502,"Census Tract 6005.02, Los Angeles, CA",635,30,447,62,188,58
14000US06037600601,6037600601,"Census Tract 6006.01, Los Angeles, CA",920,46,553,54,367,57
14000US06037600602,6037600602,"Census Tract 6006.02, Los Angeles, CA",696,43,38,24,658,49
14000US06037600702,6037600702,"Census Tract 6007.02, Los Angeles, CA",1402,64,1053,85,349,95
14000US06037600703,6037600703,"Census Tract 6007.03, Los Angeles, CA",874,65,712,77,162,52
14000US06037600704,6037600704,"Census Tract 6007.04, Los Angeles, CA",1215,72,535,80,680,97
14000US06037600801,6037600801,"Census Tract 6008.01, Los Angeles, CA",1232,65,1019,112,213,96
14000US06037600802,6037600802,"Census Tract 6008.02, Los Angeles, CA",1127,72,416,80,711,98
14000US06037600902,6037600902,"Census Tract 6009.02, Los Angeles, CA",2375,132,499,134,1876,171
14000US06037600911,6037600911,"Census Tract 6009.11, Los Angeles, CA",1124,56,557,84,567,92
14000US06037600912,6037600912,"Census Tract 6009.12, Los Angeles, CA",1447,78,681,102,766,128
14000US06037601001,6037601001,"Census Tract 6010.01, Los Angeles, CA",1072,58,147,62,925,76
14000US06037601002,6037601002,"Census Tract 6010.02, Los Angeles, CA",1894,144,402,135,1492,191
14000US06037601100,6037601100,"Census Tract 6011, Los Angeles, CA",2104,95,244,135,1860,165
14000US06037601202,6037601202,"Census Tract 6012.02, Los Angeles, CA",978,56,540,87,438,82
14000US06037601211,6037601211,"Census Tract 6012.11, Los Angeles, CA",1050,59,147,49,903,69
14000US06037601212,6037601212,"Census Tract 6012.12, Los Angeles, CA",2068,84,340,115,1728,146
14000US06037601301,6037601301,"Census Tract 6013.01, Los Angeles, CA",733,44,481,59,252,62
14000US06037601302,6037601302,"Census Tract 6013.02, Los Angeles, CA",2795,144,458,127,2337,178
14000US06037601303,6037601303,"Census Tract 6013.03, Los Angeles, CA",2075,88,306,81,1769,119
14000US06037601401,6037601401,"Census Tract 6014.01, Los Angeles, CA",1728,92,463,94,1265,123
14000US06037601402,6037601402,"Census Tract 6014.02, Los Angeles, CA",1287,58,777,111,510,116
14000US06037601501,6037601501,"Census Tract 6015.01, Los Angeles, CA",1084,51,194,44,890,61
14000US06037601502,6037601502,"Census Tract 6015.02, Los Angeles, CA",872,50,224,63,648,82
14000US06037601600,6037601600,"Census Tract 6016, Los Angeles, CA",1057,69,405,90,652,109
14000US06037601700,6037601700,"Census Tract 6017, Los Angeles, CA",1303,75,316,78,987,97
14000US06037601801,6037601801,"Census Tract 6018.01, Los Angeles, CA",802,52,297,66,505,70
14000US06037601802,6037601802,"Census Tract 6018.02, Los Angeles, CA",998,52,331,96,667,105
14000US06037601900,6037601900,"Census Tract 6019, Los Angeles, CA",1238,66,288,83,950,108
14000US06037602002,6037602002,"Census Tract 6020.02, Los Angeles, CA",809,45,295,42,514,60
14000US06037602003,6037602003,"Census Tract 6020.03, Los Angeles, CA",1258,59,439,101,819,110
14000US06037602004,6037602004,"Census Tract 6020.04, Los Angeles, CA",1052,40,463,88,589,89
14000US06037602103,6037602103,"Census Tract 6021.03, Los Angeles, CA",2090,132,402,145,1688,181
14000US06037602104,6037602104,"Census Tract 6021.04, Los Angeles, CA",1739,50,366,103,1373,118
14000US06037602105,6037602105,"Census Tract 6021.05, Los Angeles, CA",1248,90,274,64,974,109
14000US06037602106,6037602106,"Census Tract 6021.06, Los Angeles, CA",2001,117,373,112,1628,157
14000US06037602200,6037602200,"Census Tract 6022, Los Angeles, CA",2577,168,1126,184,1451,201
14000US06037602301,6037602301,"Census Tract 6023.01, Los Angeles, CA",1886,96,1316,155,570,149
14000US06037602302,6037602302,"Census Tract 6023.02, Los Angeles, CA",1844,97,1569,132,275,96
14000US06037602402,6037602402,"Census Tract 6024.02, Los Angeles, CA",2085,100,1071,154,1014,161
14000US06037602403,6037602403,"Census Tract 6024.03, Los Angeles, CA",1666,71,239,78,1427,101
14000US06037602404,6037602404,"Census Tract 6024.04, Los Angeles, CA",1818,94,257,80,1561,129
14000US06037602504,6037602504,"Census Tract 6025.04, Los Angeles, CA",1748,72,129,51,1619,87
14000US06037602505,6037602505,"Census Tract 6025.05, Los Angeles, CA",1660,79,74,40,1586,83
14000US06037602506,6037602506,"Census Tract 6025.06, Los Angeles, CA",1721,92,165,54,1556,97
14000US06037602507,6037602507,"Census Tract 6025.07, Los Angeles, CA",1835,73,191,67,1644,93
14000US06037602508,6037602508,"Census Tract 6025.08, Los Angeles, CA",2383,105,285,96,2098,142
14000US06037602509,6037602509,"Census Tract 6025.09, Los Angeles, CA",1141,47,380,95,761,94
14000US06037602600,6037602600,"Census Tract 6026, Los Angeles, CA",2881,91,1789,188,1092,161
14000US06037602700,6037602700,"Census Tract 6027, Los Angeles, CA",1276,73,1003,89,273,93
14000US06037602801,6037602801,"Census Tract 6028.01, Los Angeles, CA",1247,78,423,86,824,88
14000US06037602802,6037602802,"Census Tract 6028.02, Los Angeles, CA",1399,41,1153,102,246,102
14000US06037602900,6037602900,"Census Tract 6029, Los Angeles, CA",1316,48,690,105,626,105
14000US06037603001,6037603001,"Census Tract 6030.01, Los Angeles, CA",2421,111,791,155,1630,173
14000US06037603004,6037603004,"Census Tract 6030.04, Los Angeles, CA",634,41,163,36,471,45
14000US06037603005,6037603005,"Census Tract 6030.05, Los Angeles, CA",1872,83,542,106,1330,134
14000US06037603006,6037603006,"Census Tract 6030.06, Los Angeles, CA",810,39,312,49,498,52
14000US06037603101,6037603101,"Census Tract 6031.01, Los Angeles, CA",1481,70,582,92,899,117
14000US06037603102,6037603102,"Census Tract 6031.02, Los Angeles, CA",1318,83,416,98,902,115
14000US06037603200,6037603200,"Census Tract 6032, Los Angeles, CA",1163,60,836,97,327,96
14000US06037603301,6037603301,"Census Tract 6033.01, Los Angeles, CA",1418,107,407,104,1011,130
14000US06037603302,6037603302,"Census Tract 6033.02, Los Angeles, CA",1630,65,836,121,794,115
14000US06037603400,6037603400,"Census Tract 6034, Los Angeles, CA",1421,77,823,113,598,118
14000US06037603500,6037603500,"Census Tract 6035, Los Angeles, CA",883,47,743,55,140,42
14000US06037603600,6037603600,"Census Tract 6036, Los Angeles, CA",1364,61,947,114,417,127
14000US06037603702,6037603702,"Census Tract 6037.02, Los Angeles, CA",1510,78,1275,105,235,88
14000US06037603703,6037603703,"Census Tract 6037.03, Los Angeles, CA",806,36,710,45,96,41
14000US06037603704,6037603704,"Census Tract 6037.04, Los Angeles, CA",2112,111,344,124,1768,147
14000US06037603801,6037603801,"Census Tract 6038.01, Los Angeles, CA",1500,94,328,83,1172,119
14000US06037603802,6037603802,"Census Tract 6038.02, Los Angeles, CA",1154,53,454,91,700,102
14000US06037603900,6037603900,"Census Tract 6039, Los Angeles, CA",2423,132,965,201,1458,189
14000US06037604001,6037604001,"Census Tract 6040.01, Los Angeles, CA",1296,80,481,104,815,124
14000US06037604002,6037604002,"Census Tract 6040.02, Los Angeles, CA",1511,116,450,97,1061,142
14000US06037604100,6037604100,"Census Tract 6041, Los Angeles, CA",2018,92,722,182,1296,175
14000US06037609900,6037609900,"Census Tract 6099, Los Angeles, CA",582,40,261,51,321,64
14000US06037620001,6037620001,"Census Tract 6200.01, Los Angeles, CA",1400,85,679,79,721,112
14000US06037620002,6037620002,"Census Tract 6200.02, Los Angeles, CA",1449,82,455,80,994,102
14000US06037620101,6037620101,"Census Tract 6201.01, Los Angeles, CA",2115,114,1183,149,932,150
14000US06037620102,6037620102,"Census Tract 6201.02, Los Angeles, CA",1453,103,475,73,978,107
14000US06037620201,6037620201,"Census Tract 6202.01, Los Angeles, CA",927,63,260,70,667,85
14000US06037620301,6037620301,"Census Tract 6203.01, Los Angeles, CA",1634,89,1332,103,302,89
14000US06037620303,6037620303,"Census Tract 6203.03, Los Angeles, CA",1553,130,1254,112,299,77
14000US06037620305,6037620305,"Census Tract 6203.05, Los Angeles, CA",2430,193,1381,169,1049,188
14000US06037620400,6037620400,"Census Tract 6204, Los Angeles, CA",2041,110,1503,156,538,158
14000US06037620501,6037620501,"Census Tract 6205.01, Los Angeles, CA",2085,86,1161,157,924,162
14000US06037620521,6037620521,"Census Tract 6205.21, Los Angeles, CA",1547,87,693,120,854,121
14000US06037620522,6037620522,"Census Tract 6205.22, Los Angeles, CA",1822,102,907,124,915,116
14000US06037620601,6037620601,"Census Tract 6206.01, Los Angeles, CA",2201,148,1014,165,1187,197
14000US06037620602,6037620602,"Census Tract 6206.02, Los Angeles, CA",1931,136,1533,158,398,122
14000US06037620701,6037620701,"Census Tract 6207.01, Los Angeles, CA",2820,126,1724,229,1096,229
14000US06037620702,6037620702,"Census Tract 6207.02, Los Angeles, CA",2551,107,1824,180,727,172
14000US06037620800,6037620800,"Census Tract 6208, Los Angeles, CA",2717,118,2068,165,649,136
14000US06037620901,6037620901,"Census Tract 6209.01, Los Angeles, CA",968,55,802,65,166,50
14000US06037620904,6037620904,"Census Tract 6209.04, Los Angeles, CA",1157,103,744,97,413,96
14000US06037621001,6037621001,"Census Tract 6210.01, Los Angeles, CA",1883,114,1072,109,811,117
14000US06037621002,6037621002,"Census Tract 6210.02, Los Angeles, CA",481,69,197,44,284,65
14000US06037621004,6037621004,"Census Tract 6210.04, Los Angeles, CA",2093,179,918,160,1175,230
14000US06037621102,6037621102,"Census Tract 6211.02, Los Angeles, CA",1199,88,818,104,381,91
14000US06037621104,6037621104,"Census Tract 6211.04, Los Angeles, CA",3300,195,1240,205,2060,228
14000US06037621201,6037621201,"Census Tract 6212.01, Los Angeles, CA",2489,142,1422,174,1067,166
14000US06037621204,6037621204,"Census Tract 6212.04, Los Angeles, CA",1815,106,566,90,1249,124
14000US06037621301,6037621301,"Census Tract 6213.01, Los Angeles, CA",2750,189,1440,212,1310,215
14000US06037621324,6037621324,"Census Tract 6213.24, Los Angeles, CA",2049,148,658,112,1391,178
14000US06037621326,6037621326,"Census Tract 6213.26, Los Angeles, CA",1726,126,419,93,1307,144
14000US06037621400,6037621400,"Census Tract 6214, Los Angeles, CA",1877,99,1004,106,873,114
14000US06037650001,6037650001,"Census Tract 6500.01, Los Angeles, CA",2094,135,1406,171,688,181
14000US06037650003,6037650003,"Census Tract 6500.03, Los Angeles, CA",1163,82,371,81,792,119
14000US06037650004,6037650004,"Census Tract 6500.04, Los Angeles, CA",1529,95,731,90,798,105
14000US06037650101,6037650101,"Census Tract 6501.01, Los Angeles, CA",2095,108,1653,178,442,152
14000US06037650102,6037650102,"Census Tract 6501.02, Los Angeles, CA",755,39,591,51,164,50
14000US06037650200,6037650200,"Census Tract 6502, Los Angeles, CA",1895,64,1484,89,411,91
14000US06037650300,6037650300,"Census Tract 6503, Los Angeles, CA",2520,131,1183,206,1337,199
14000US06037650401,6037650401,"Census Tract 6504.01, Los Angeles, CA",1468,68,1132,96,336,86
14000US06037650501,6037650501,"Census Tract 6505.01, Los Angeles, CA",1043,37,915,64,128,43
14000US06037650502,6037650502,"Census Tract 6505.02, Los Angeles, CA",1478,78,1018,107,460,103
14000US06037650602,6037650602,"Census Tract 6506.02, Los Angeles, CA",2726,199,565,107,2161,191
14000US06037650603,6037650603,"Census Tract 6506.03, Los Angeles, CA",1492,72,878,77,614,89
14000US06037650604,6037650604,"Census Tract 6506.04, Los Angeles, CA",2419,128,128,60,2291,144
14000US06037650605,6037650605,"Census Tract 6506.05, Los Angeles, CA",1120,53,342,62,778,67
14000US06037650701,6037650701,"Census Tract 6507.01, Los Angeles, CA",972,51,801,60,171,43
14000US06037650702,6037650702,"Census Tract 6507.02, Los Angeles, CA",1550,55,1352,79,198,65
14000US06037650800,6037650800,"Census Tract 6508, Los Angeles, CA",2758,197,1626,208,1132,218
14000US06037650901,6037650901,"Census Tract 6509.01, Los Angeles, CA",2342,180,1112,208,1230,197
14000US06037650902,6037650902,"Census Tract 6509.02, Los Angeles, CA",2629,151,1266,176,1363,226
14000US06037651001,6037651001,"Census Tract 6510.01, Los Angeles, CA",1799,97,1353,133,446,111
14000US06037651002,6037651002,"Census Tract 6510.02, Los Angeles, CA",1703,82,1066,94,637,107
14000US06037651101,6037651101,"Census Tract 6511.01, Los Angeles, CA",1850,85,1045,112,805,118
14000US06037651102,6037651102,"Census Tract 6511.02, Los Angeles, CA",1645,97,789,101,856,115
14000US06037651201,6037651201,"Census Tract 6512.01, Los Angeles, CA",1634,72,1498,84,136,67
14000US06037651221,6037651221,"Census Tract 6512.21, Los Angeles, CA",1395,64,413,68,982,93
14000US06037651222,6037651222,"Census Tract 6512.22, Los Angeles, CA",2329,118,691,129,1638,173
14000US06037651302,6037651302,"Census Tract 6513.02, Los Angeles, CA",2287,134,1715,163,572,125
14000US06037651304,6037651304,"Census Tract 6513.04, Los Angeles, CA",2327,128,1152,170,1175,180
14000US06037651401,6037651401,"Census Tract 6514.01, Los Angeles, CA",1127,62,751,82,376,81
14000US06037651402,6037651402,"Census Tract 6514.02, Los Angeles, CA",2293,79,1392,213,901,215
14000US06037670001,6037670001,"Census Tract 6700.01, Los Angeles, CA",1335,90,865,109,470,96
14000US06037670002,6037670002,"Census Tract 6700.02, Los Angeles, CA",1463,81,613,107,850,116
14000US06037670003,6037670003,"Census Tract 6700.03, Los Angeles, CA",2266,165,1146,190,1120,188
14000US06037670100,6037670100,"Census Tract 6701, Los Angeles, CA",2748,154,1058,199,1690,224
14000US06037670201,6037670201,"Census Tract 6702.01, Los Angeles, CA",1441,84,1174,98,267,84
14000US06037670202,6037670202,"Census Tract 6702.02, Los Angeles, CA",889,52,846,56,43,38
14000US06037670324,6037670324,"Census Tract 6703.24, Los Angeles, CA",1852,136,1600,143,252,86
14000US06037670326,6037670326,"Census Tract 6703.26, Los Angeles, CA",1338,82,1197,104,141,69
14000US06037670328,6037670328,"Census Tract 6703.28, Los Angeles, CA",1719,90,1435,111,284,79
14000US06037670403,6037670403,"Census Tract 6704.03, Los Angeles, CA",992,48,892,56,100,41
14000US06037670405,6037670405,"Census Tract 6704.05, Los Angeles, CA",1127,79,885,92,242,73
14000US06037670406,6037670406,"Census Tract 6704.06, Los Angeles, CA",660,46,629,52,31,22
14000US06037670407,6037670407,"Census Tract 6704.07, Los Angeles, CA",2345,94,1181,202,1164,208
14000US06037670411,6037670411,"Census Tract 6704.11, Los Angeles, CA",1539,100,1370,118,169,66
14000US06037670413,6037670413,"Census Tract 6704.13, Los Angeles, CA",1710,118,1359,113,351,94
14000US06037670416,6037670416,"Census Tract 6704.16, Los Angeles, CA",1661,87,1030,111,631,100
14000US06037670500,6037670500,"Census Tract 6705, Los Angeles, CA",577,46,550,43,27,15
14000US06037670602,6037670602,"Census Tract 6706.02, Los Angeles, CA",2579,203,2156,194,423,131
14000US06037670701,6037670701,"Census Tract 6707.01, Los Angeles, CA",2497,111,2053,169,444,162
14000US06037670702,6037670702,"Census Tract 6707.02, Los Angeles, CA",2021,114,1899,139,122,82
14000US06037700101,6037700101,"Census Tract 7001.01, Los Angeles, CA",3506,230,146,96,3360,240
14000US06037700102,6037700102,"Census Tract 7001.02, Los Angeles, CA",2785,179,91,60,2694,187
14000US06037700200,6037700200,"Census Tract 7002, Los Angeles, CA",4541,249,526,191,4015,299
14000US06037700300,6037700300,"Census Tract 7003, Los Angeles, CA",4033,209,970,198,3063,243
14000US06037700400,6037700400,"Census Tract 7004, Los Angeles, CA",3173,208,906,186,2267,262
14000US06037700501,6037700501,"Census Tract 7005.01, Los Angeles, CA",2351,223,898,191,1453,242
14000US06037700502,6037700502,"Census Tract 7005.02, Los Angeles, CA",2980,224,930,192,2050,233
14000US06037700600,6037700600,"Census Tract 7006, Los Angeles, CA",1728,128,1609,139,119,67
