geoid,GEOID10,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US06037204600,6037204600,"Census Tract 2046, Los Angeles, CA",1208,55,246,81,962,78
14000US06037204700,6037204700,"Census Tract 2047, Los Angeles, CA",1267,74,663,130,604,125
14000US06037204810,6037204810,"Census Tract 2048.10, Los Angeles, CA",1245,61,415,90,830,103
14000US06037204820,6037204820,"Census Tract 2048.20, Los Angeles, CA",512,41,218,49,294,61
14000US06037204910,6037204910,"Census Tract 2049.10, Los Angeles, CA",944,29,220,59,724,63
14000US06037204920,6037204920,"Census Tract 2049.20, Los Angeles, CA",673,36,287,69,386,69
14000US06037205110,6037205110,"Census Tract 2051.10, Los Angeles, CA",857,37,0,12,857,37
14000US06037205120,6037205120,"Census Tract 2051.20, Los Angeles, CA",977,26,109,35,868,42
14000US06037206010,6037206010,"Census Tract 2060.10, Los Angeles, CA",1258,41,86,48,1172,62
14000US06037206020,6037206020,"Census Tract 2060.20, Los Angeles, CA",297,45,0,17,297,45
14000US06037206031,6037206031,"Census Tract 2060.31, Los Angeles, CA",2469,204,627,147,1842,222
14000US06037206032,6037206032,"Census Tract 2060.32, Los Angeles, CA",1768,78,225,61,1543,105
14000US06037206050,6037206050,"Census Tract 2060.50, Los Angeles, CA",805,45,49,27,756,51
14000US06037206200,6037206200,"Census Tract 2062, Los Angeles, CA",2407,149,269,85,2138,144
14000US06037206300,6037206300,"Census Tract 2063, Los Angeles, CA",2433,215,21,35,2412,221
14000US06037207101,6037207101,"Census Tract 2071.01, Los Angeles, CA",1758,81,62,36,1696,80
14000US06037207102,6037207102,"Census Tract 2071.02, Los Angeles, CA",1329,62,36,24,1293,67
14000US06037207103,6037207103,"Census Tract 2071.03, Los Angeles, CA",961,36,40,23,921,40
14000US06037207301,6037207301,"Census Tract 2073.01, Los Angeles, CA",3608,229,59,35,3549,233
14000US06037207302,6037207302,"Census Tract 2073.02, Los Angeles, CA",3401,212,177,71,3224,207
14000US06037207400,6037207400,"Census Tract 2074, Los Angeles, CA",374,40,0,12,374,40
14000US06037207501,6037207501,"Census Tract 2075.01, Los Angeles, CA",1395,151,275,79,1120,139
14000US06037207502,6037207502,"Census Tract 2075.02, Los Angeles, CA",2196,139,0,12,2196,139
14000US06037207710,6037207710,"Census Tract 2077.10, Los Angeles, CA",3259,219,356,105,2903,241
14000US06037207900,6037207900,"Census Tract 2079, Los Angeles, CA",4204,300,760,177,3444,319
14000US06037208000,6037208000,"Census Tract 2080, Los Angeles, CA",2655,48,110,61,2545,74
14000US06037208301,6037208301,"Census Tract 2083.01, Los Angeles, CA",556,22,0,12,556,22
14000US06037208302,6037208302,"Census Tract 2083.02, Los Angeles, CA",1661,73,103,48,1558,90
14000US06037208401,6037208401,"Census Tract 2084.01, Los Angeles, CA",1515,54,33,24,1482,56
14000US06037208402,6037208402,"Census Tract 2084.02, Los Angeles, CA",827,50,148,41,679,59
14000US06037208501,6037208501,"Census Tract 2085.01, Los Angeles, CA",814,61,83,37,731,68
14000US06037208502,6037208502,"Census Tract 2085.02, Los Angeles, CA",1325,59,14,21,1311,61
14000US06037208610,6037208610,"Census Tract 2086.10, Los Angeles, CA",1470,75,122,48,1348,86
14000US06037208620,6037208620,"Census Tract 2086.20, Los Angeles, CA",1694,94,158,53,1536,102
14000US06037208710,6037208710,"Census Tract 2087.10, Los Angeles, CA",2043,65,327,85,1716,105
14000US06037208720,6037208720,"Census Tract 2087.20, Los Angeles, CA",1590,72,30,33,1560,77
14000US06037208801,6037208801,"Census Tract 2088.01, Los Angeles, CA",1313,71,0,12,1313,71
14000US06037208802,6037208802,"Census Tract 2088.02, Los Angeles, CA",1444,78,23,24,1421,79
14000US06037208902,6037208902,"Census Tract 2089.02, Los Angeles, CA",685,46,0,12,685,46
14000US06037208903,6037208903,"Census Tract 2089.03, Los Angeles, CA",1164,81,9,15,1155,82
14000US06037208904,6037208904,"Census Tract 2089.04, Los Angeles, CA",1291,70,21,24,1270,73
14000US06037209102,6037209102,"Census Tract 2091.02, Los Angeles, CA",2155,66,41,38,2114,69
14000US06037209103,6037209103,"Census Tract 2091.03, Los Angeles, CA",1104,41,9,14,1095,45
14000US06037209104,6037209104,"Census Tract 2091.04, Los Angeles, CA",937,46,0,12,937,46
14000US06037209200,6037209200,"Census Tract 2092, Los Angeles, CA",2212,142,187,73,2025,145
14000US06037209300,6037209300,"Census Tract 2093, Los Angeles, CA",1992,114,39,37,1953,114
14000US06037209401,6037209401,"Census Tract 2094.01, Los Angeles, CA",1589,66,8,14,1581,69
14000US06037209402,6037209402,"Census Tract 2094.02, Los Angeles, CA",1230,68,37,26,1193,71
14000US06037209403,6037209403,"Census Tract 2094.03, Los Angeles, CA",1404,59,14,22,1390,63
14000US06037209510,6037209510,"Census Tract 2095.10, Los Angeles, CA",1000,47,23,24,977,53
14000US06037209520,6037209520,"Census Tract 2095.20, Los Angeles, CA",939,64,9,12,930,66
14000US06037209810,6037209810,"Census Tract 2098.10, Los Angeles, CA",713,41,21,18,692,43
14000US06037209820,6037209820,"Census Tract 2098.20, Los Angeles, CA",823,52,86,43,737,60
14000US06037210010,6037210010,"Census Tract 2100.10, Los Angeles, CA",1227,66,134,53,1093,74
14000US06037211000,6037211000,"Census Tract 2110, Los Angeles, CA",1948,157,1213,148,735,126
14000US06037211120,6037211120,"Census Tract 2111.20, Los Angeles, CA",2547,197,161,92,2386,196
14000US06037211121,6037211121,"Census Tract 2111.21, Los Angeles, CA",844,75,48,37,796,85
14000US06037211122,6037211122,"Census Tract 2111.22, Los Angeles, CA",1233,88,34,41,1199,94
14000US06037211201,6037211201,"Census Tract 2112.01, Los Angeles, CA",869,60,62,29,807,67
14000US06037211202,6037211202,"Census Tract 2112.02, Los Angeles, CA",880,70,26,17,854,68
14000US06037211310,6037211310,"Census Tract 2113.10, Los Angeles, CA",1220,87,58,40,1162,97
14000US06037211320,6037211320,"Census Tract 2113.20, Los Angeles, CA",1286,81,13,21,1273,79
14000US06037211410,6037211410,"Census Tract 2114.10, Los Angeles, CA",1107,81,64,45,1043,91
14000US06037211420,6037211420,"Census Tract 2114.20, Los Angeles, CA",1337,68,186,56,1151,77
14000US06037211500,6037211500,"Census Tract 2115, Los Angeles, CA",1661,105,585,96,1076,119
14000US06037211701,6037211701,"Census Tract 2117.01, Los Angeles, CA",1025,128,303,79,722,112
14000US06037211703,6037211703,"Census Tract 2117.03, Los Angeles, CA",2114,104,186,91,1928,119
14000US06037211704,6037211704,"Census Tract 2117.04, Los Angeles, CA",1612,106,192,72,1420,133
14000US06037211802,6037211802,"Census Tract 2118.02, Los Angeles, CA",2140,126,257,76,1883,152
14000US06037211803,6037211803,"Census Tract 2118.03, Los Angeles, CA",1500,111,132,59,1368,113
14000US06037211804,6037211804,"Census Tract 2118.04, Los Angeles, CA",1320,88,88,50,1232,97
14000US06037211910,6037211910,"Census Tract 2119.10, Los Angeles, CA",1735,137,52,30,1683,142
14000US06037211921,6037211921,"Census Tract 2119.21, Los Angeles, CA",1011,88,14,21,997,90
14000US06037211922,6037211922,"Census Tract 2119.22, Los Angeles, CA",1301,95,18,21,1283,98
14000US06037212101,6037212101,"Census Tract 2121.01, Los Angeles, CA",1467,68,84,40,1383,81
14000US06037212102,6037212102,"Census Tract 2121.02, Los Angeles, CA",1196,107,17,20,1179,107
14000US06037212202,6037212202,"Census Tract 2122.02, Los Angeles, CA",1191,91,23,24,1168,93
14000US06037212203,6037212203,"Census Tract 2122.03, Los Angeles, CA",1564,103,0,12,1564,103
14000US06037212204,6037212204,"Census Tract 2122.04, Los Angeles, CA",1317,57,25,25,1292,64
14000US06037212303,6037212303,"Census Tract 2123.03, Los Angeles, CA",1529,115,7,13,1522,114
14000US06037212304,6037212304,"Census Tract 2123.04, Los Angeles, CA",807,51,0,12,807,51
14000US06037212305,6037212305,"Census Tract 2123.05, Los Angeles, CA",1048,58,7,13,1041,59
14000US06037212306,6037212306,"Census Tract 2123.06, Los Angeles, CA",1212,60,44,27,1168,65
14000US06037212410,6037212410,"Census Tract 2124.10, Los Angeles, CA",1676,94,25,22,1651,95
14000US06037212420,6037212420,"Census Tract 2124.20, Los Angeles, CA",1239,70,86,47,1153,87
14000US06037212501,6037212501,"Census Tract 2125.01, Los Angeles, CA",975,48,37,27,938,54
14000US06037212502,6037212502,"Census Tract 2125.02, Los Angeles, CA",1289,96,81,43,1208,97
14000US06037212610,6037212610,"Census Tract 2126.10, Los Angeles, CA",1823,87,301,81,1522,89
14000US06037212620,6037212620,"Census Tract 2126.20, Los Angeles, CA",1807,92,119,65,1688,103
14000US06037212701,6037212701,"Census Tract 2127.01, Los Angeles, CA",812,59,315,44,497,67
14000US06037212702,6037212702,"Census Tract 2127.02, Los Angeles, CA",1461,77,743,89,718,103
14000US06037212800,6037212800,"Census Tract 2128, Los Angeles, CA",1429,77,537,113,892,136
14000US06037212900,6037212900,"Census Tract 2129, Los Angeles, CA",1548,74,186,72,1362,99
14000US06037213100,6037213100,"Census Tract 2131, Los Angeles, CA",954,42,297,52,657,60
14000US06037213201,6037213201,"Census Tract 2132.01, Los Angeles, CA",1507,102,124,60,1383,118
14000US06037213202,6037213202,"Census Tract 2132.02, Los Angeles, CA",1287,81,236,78,1051,110
14000US06037213310,6037213310,"Census Tract 2133.10, Los Angeles, CA",1058,107,141,67,917,127
14000US06037213320,6037213320,"Census Tract 2133.20, Los Angeles, CA",1060,64,100,49,960,70
14000US06037213401,6037213401,"Census Tract 2134.01, Los Angeles, CA",1696,74,0,12,1696,74
14000US06037213402,6037213402,"Census Tract 2134.02, Los Angeles, CA",1619,89,108,49,1511,104
14000US06037214000,6037214000,"Census Tract 2140, Los Angeles, CA",1364,57,937,111,427,97
14000US06037214100,6037214100,"Census Tract 2141, Los Angeles, CA",1627,107,643,118,984,119
14000US06037214400,6037214400,"Census Tract 2144, Los Angeles, CA",1667,116,47,34,1620,117
14000US06037214501,6037214501,"Census Tract 2145.01, Los Angeles, CA",1404,110,53,34,1351,116
14000US06037214502,6037214502,"Census Tract 2145.02, Los Angeles, CA",2518,179,45,54,2473,182
14000US06037214503,6037214503,"Census Tract 2145.03, Los Angeles, CA",1516,85,13,14,1503,85
14000US06037214600,6037214600,"Census Tract 2146, Los Angeles, CA",1319,90,275,80,1044,112
14000US06037214700,6037214700,"Census Tract 2147, Los Angeles, CA",1160,102,432,86,728,103
14000US06037214800,6037214800,"Census Tract 2148, Los Angeles, CA",1396,105,385,101,1011,126
14000US06037214901,6037214901,"Census Tract 2149.01, Los Angeles, CA",2022,209,474,157,1548,226
14000US06037214902,6037214902,"Census Tract 2149.02, Los Angeles, CA",1534,134,288,93,1246,161
14000US06037215101,6037215101,"Census Tract 2151.01, Los Angeles, CA",1708,103,130,71,1578,107
14000US06037215102,6037215102,"Census Tract 2151.02, Los Angeles, CA",1995,145,28,33,1967,154
14000US06037216100,6037216100,"Census Tract 2161, Los Angeles, CA",977,76,545,82,432,104
14000US06037216200,6037216200,"Census Tract 2162, Los Angeles, CA",2811,199,658,140,2153,244
14000US06037216300,6037216300,"Census Tract 2163, Los Angeles, CA",2101,240,614,134,1487,217
14000US06037216401,6037216401,"Census Tract 2164.01, Los Angeles, CA",1807,218,180,85,1627,219
14000US06037216402,6037216402,"Census Tract 2164.02, Los Angeles, CA",1266,106,106,45,1160,111
14000US06037216700,6037216700,"Census Tract 2167, Los Angeles, CA",1628,104,628,90,1000,121
14000US06037216800,6037216800,"Census Tract 2168, Los Angeles, CA",1327,106,446,83,881,119
14000US06037216900,6037216900,"Census Tract 2169, Los Angeles, CA",2471,153,1169,176,1302,176
14000US06037217001,6037217001,"Census Tract 2170.01, Los Angeles, CA",944,67,440,60,504,78
14000US06037217002,6037217002,"Census Tract 2170.02, Los Angeles, CA",2025,183,586,124,1439,193
14000US06037217100,6037217100,"Census Tract 2171, Los Angeles, CA",2433,128,682,191,1751,239
14000US06037217200,6037217200,"Census Tract 2172, Los Angeles, CA",1608,87,399,96,1209,114
14000US06037218110,6037218110,"Census Tract 2181.10, Los Angeles, CA",1094,75,310,82,784,98
14000US06037218120,6037218120,"Census Tract 2181.20, Los Angeles, CA",1363,106,285,102,1078,125
14000US06037218210,6037218210,"Census Tract 2182.10, Los Angeles, CA",1193,93,253,78,940,118
14000US06037218220,6037218220,"Census Tract 2182.20, Los Angeles, CA",1461,90,515,106,946,97
14000US06037218300,6037218300,"Census Tract 2183, Los Angeles, CA",2127,120,593,143,1534,161
14000US06037218400,6037218400,"Census Tract 2184, Los Angeles, CA",1405,109,419,104,986,150
14000US06037218500,6037218500,"Census Tract 2185, Los Angeles, CA",991,62,330,67,661,74
14000US06037218600,6037218600,"Census Tract 2186, Los Angeles, CA",1098,58,264,76,834,106
14000US06037218701,6037218701,"Census Tract 2187.01, Los Angeles, CA",879,51,332,56,547,58
14000US06037218702,6037218702,"Census Tract 2187.02, Los Angeles, CA",836,43,189,44,647,52
14000US06037218800,6037218800,"Census Tract 2188, Los Angeles, CA",967,45,200,56,767,66
14000US06037218900,6037218900,"Census Tract 2189, Los Angeles, CA",2140,106,267,95,1873,143
14000US06037219010,6037219010,"Census Tract 2190.10, Los Angeles, CA",919,46,429,64,490,68
14000US06037219020,6037219020,"Census Tract 2190.20, Los Angeles, CA",1462,110,690,122,772,143
14000US06037219300,6037219300,"Census Tract 2193, Los Angeles, CA",1480,69,348,87,1132,108
14000US06037219500,6037219500,"Census Tract 2195, Los Angeles, CA",779,44,573,63,206,61
14000US06037219700,6037219700,"Census Tract 2197, Los Angeles, CA",1377,99,673,102,704,130
14000US06037219800,6037219800,"Census Tract 2198, Los Angeles, CA",982,53,293,62,689,81
14000US06037219901,6037219901,"Census Tract 2199.01, Los Angeles, CA",1430,98,367,94,1063,129
14000US06037219902,6037219902,"Census Tract 2199.02, Los Angeles, CA",1219,83,574,104,645,127
14000US06037220000,6037220000,"Census Tract 2200, Los Angeles, CA",1982,145,660,140,1322,192
14000US06037220100,6037220100,"Census Tract 2201, Los Angeles, CA",989,106,494,108,495,123
14000US06037221110,6037221110,"Census Tract 2211.10, Los Angeles, CA",1014,80,117,66,897,96
14000US06037221120,6037221120,"Census Tract 2211.20, Los Angeles, CA",837,42,77,32,760,49
14000US06037221210,6037221210,"Census Tract 2212.10, Los Angeles, CA",874,48,232,50,642,71
14000US06037221220,6037221220,"Census Tract 2212.20, Los Angeles, CA",1008,56,167,49,841,70
14000US06037221302,6037221302,"Census Tract 2213.02, Los Angeles, CA",1318,85,130,73,1188,96
14000US06037221303,6037221303,"Census Tract 2213.03, Los Angeles, CA",754,51,112,30,642,60
14000US06037221304,6037221304,"Census Tract 2213.04, Los Angeles, CA",1139,52,37,29,1102,58
14000US06037221401,6037221401,"Census Tract 2214.01, Los Angeles, CA",1237,114,219,75,1018,122
14000US06037221402,6037221402,"Census Tract 2214.02, Los Angeles, CA",896,53,225,52,671,58
14000US06037221500,6037221500,"Census Tract 2215, Los Angeles, CA",1137,101,171,62,966,111
14000US06037221601,6037221601,"Census Tract 2216.01, Los Angeles, CA",954,44,179,58,775,77
14000US06037221602,6037221602,"Census Tract 2216.02, Los Angeles, CA",942,34,117,38,825,45
14000US06037221710,6037221710,"Census Tract 2217.10, Los Angeles, CA",959,37,185,56,774,62
14000US06037221810,6037221810,"Census Tract 2218.10, Los Angeles, CA",920,46,83,33,837,54
14000US06037221820,6037221820,"Census Tract 2218.20, Los Angeles, CA",914,97,33,20,881,95
14000US06037221900,6037221900,"Census Tract 2219, Los Angeles, CA",902,80,37,39,865,80
14000US06037222001,6037222001,"Census Tract 2220.01, Los Angeles, CA",928,59,486,76,442,90
14000US06037222002,6037222002,"Census Tract 2220.02, Los Angeles, CA",1351,78,521,135,830,150
14000US06037222100,6037222100,"Census Tract 2221, Los Angeles, CA",1208,57,451,85,757,82
14000US06037222200,6037222200,"Census Tract 2222, Los Angeles, CA",1196,84,249,95,947,115
14000US06037222500,6037222500,"Census Tract 2225, Los Angeles, CA",1260,71,488,83,772,96
14000US06037222600,6037222600,"Census Tract 2226, Los Angeles, CA",1684,77,258,73,1426,103
14000US06037222700,6037222700,"Census Tract 2227, Los Angeles, CA",135,41,0,12,135,41
14000US06037224010,6037224010,"Census Tract 2240.10, Los Angeles, CA",1533,106,10,22,1523,109
14000US06037224020,6037224020,"Census Tract 2240.20, Los Angeles, CA",943,63,49,29,894,69
14000US06037224200,6037224200,"Census Tract 2242, Los Angeles, CA",737,36,60,32,677,49
14000US06037224310,6037224310,"Census Tract 2243.10, Los Angeles, CA",660,33,81,44,579,56
14000US06037224320,6037224320,"Census Tract 2243.20, Los Angeles, CA",1125,46,79,47,1046,71
14000US06037224410,6037224410,"Census Tract 2244.10, Los Angeles, CA",1090,67,229,86,861,106
14000US06037224420,6037224420,"Census Tract 2244.20, Los Angeles, CA",753,43,62,28,691,46
14000US06037224600,6037224600,"Census Tract 2246, Los Angeles, CA",819,53,104,35,715,67
14000US06037224700,6037224700,"Census Tract 2247, Los Angeles, CA",949,64,18,16,931,62
14000US06037226001,6037226001,"Census Tract 2260.01, Los Angeles, CA",604,33,95,43,509,48
14000US06037226002,6037226002,"Census Tract 2260.02, Los Angeles, CA",1108,62,134,44,974,75
14000US06037226410,6037226410,"Census Tract 2264.10, Los Angeles, CA",884,29,123,46,761,55
14000US06037226420,6037226420,"Census Tract 2264.20, Los Angeles, CA",1284,75,305,78,979,108
14000US06037226700,6037226700,"Census Tract 2267, Los Angeles, CA",1517,41,316,100,1201,110
14000US06037227010,6037227010,"Census Tract 2270.10, Los Angeles, CA",1128,71,241,87,887,117
14000US06037227020,6037227020,"Census Tract 2270.20, Los Angeles, CA",770,39,207,58,563,67
14000US06037228100,6037228100,"Census Tract 2281, Los Angeles, CA",1016,90,302,87,714,130
14000US06037228210,6037228210,"Census Tract 2282.10, Los Angeles, CA",1003,51,272,58,731,65
14000US06037228220,6037228220,"Census Tract 2282.20, Los Angeles, CA",922,58,314,65,608,89
14000US06037228310,6037228310,"Census Tract 2283.10, Los Angeles, CA",1044,42,226,63,818,67
14000US06037228320,6037228320,"Census Tract 2283.20, Los Angeles, CA",709,48,200,57,509,72
14000US06037228410,6037228410,"Census Tract 2284.10, Los Angeles, CA",723,34,186,55,537,57
14000US06037228420,6037228420,"Census Tract 2284.20, Los Angeles, CA",715,42,152,50,563,59
14000US06037228500,6037228500,"Census Tract 2285, Los Angeles, CA",1188,62,267,87,921,98
14000US06037228600,6037228600,"Census Tract 2286, Los Angeles, CA",1159,43,350,91,809,100
14000US06037228710,6037228710,"Census Tract 2287.10, Los Angeles, CA",995,57,185,58,810,73
14000US06037228720,6037228720,"Census Tract 2287.20, Los Angeles, CA",1044,40,318,72,726,85
14000US06037228800,6037228800,"Census Tract 2288, Los Angeles, CA",1189,69,457,90,732,105
14000US06037228900,6037228900,"Census Tract 2289, Los Angeles, CA",714,60,101,46,613,73
14000US06037229100,6037229100,"Census Tract 2291, Los Angeles, CA",1021,39,356,67,665,74
14000US06037229200,6037229200,"Census Tract 2292, Los Angeles, CA",1184,61,316,81,868,98
14000US06037229300,6037229300,"Census Tract 2293, Los Angeles, CA",1370,63,406,85,964,119
14000US06037229410,6037229410,"Census Tract 2294.10, Los Angeles, CA",813,42,196,70,617,75
14000US06037229420,6037229420,"Census Tract 2294.20, Los Angeles, CA",1118,26,396,67,722,64
14000US06037231100,6037231100,"Census Tract 2311, Los Angeles, CA",692,53,64,39,628,66
14000US06037231210,6037231210,"Census Tract 2312.10, Los Angeles, CA",1156,57,157,73,999,104
14000US06037231220,6037231220,"Census Tract 2312.20, Los Angeles, CA",1284,65,155,62,1129,87
14000US06037231300,6037231300,"Census Tract 2313, Los Angeles, CA",1714,70,597,179,1117,184
14000US06037231400,6037231400,"Census Tract 2314, Los Angeles, CA",1554,74,621,120,933,120
14000US06037231500,6037231500,"Census Tract 2315, Los Angeles, CA",1443,77,805,99,638,106
14000US06037231600,6037231600,"Census Tract 2316, Los Angeles, CA",2072,92,637,128,1435,146
14000US06037231710,6037231710,"Census Tract 2317.10, Los Angeles, CA",1323,60,124,70,1199,87
14000US06037231720,6037231720,"Census Tract 2317.20, Los Angeles, CA",1524,89,262,70,1262,112
14000US06037231800,6037231800,"Census Tract 2318, Los Angeles, CA",1410,78,185,52,1225,95
14000US06037231900,6037231900,"Census Tract 2319, Los Angeles, CA",1541,81,482,117,1059,119
14000US06037232110,6037232110,"Census Tract 2321.10, Los Angeles, CA",886,51,184,53,702,72
14000US06037232120,6037232120,"Census Tract 2321.20, Los Angeles, CA",1357,107,254,89,1103,142
14000US06037232200,6037232200,"Census Tract 2322, Los Angeles, CA",909,49,339,60,570,85
14000US06037232300,6037232300,"Census Tract 2323, Los Angeles, CA",1143,77,611,135,532,138
14000US06037232400,6037232400,"Census Tract 2324, Los Angeles, CA",1943,96,965,119,978,141
14000US06037232500,6037232500,"Census Tract 2325, Los Angeles, CA",1471,81,717,132,754,135
14000US06037232600,6037232600,"Census Tract 2326, Los Angeles, CA",1909,69,865,166,1044,157
14000US06037232700,6037232700,"Census Tract 2327, Los Angeles, CA",1642,67,574,111,1068,132
14000US06037232800,6037232800,"Census Tract 2328, Los Angeles, CA",995,35,315,67,680,69
14000US06037234000,6037234000,"Census Tract 2340, Los Angeles, CA",2032,82,1265,168,767,155
14000US06037234200,6037234200,"Census Tract 2342, Los Angeles, CA",1167,44,842,93,325,100
14000US06037234300,6037234300,"Census Tract 2343, Los Angeles, CA",2276,200,420,141,1856,209
14000US06037234501,6037234501,"Census Tract 2345.01, Los Angeles, CA",929,63,681,75,248,76
14000US06037234502,6037234502,"Census Tract 2345.02, Los Angeles, CA",1196,64,342,103,854,127
14000US06037234600,6037234600,"Census Tract 2346, Los Angeles, CA",1706,93,1184,137,522,135
14000US06037234700,6037234700,"Census Tract 2347, Los Angeles, CA",1447,115,691,150,756,153
14000US06037234800,6037234800,"Census Tract 2348, Los Angeles, CA",1207,45,721,96,486,99
14000US06037234901,6037234901,"Census Tract 2349.01, Los Angeles, CA",1125,89,32,29,1093,85
14000US06037234902,6037234902,"Census Tract 2349.02, Los Angeles, CA",1570,110,350,106,1220,152
14000US06037235100,6037235100,"Census Tract 2351, Los Angeles, CA",1674,100,1299,121,375,104
14000US06037235201,6037235201,"Census Tract 2352.01, Los Angeles, CA",979,50,671,84,308,82
14000US06037235202,6037235202,"Census Tract 2352.02, Los Angeles, CA",1941,81,648,113,1293,121
14000US06037236000,6037236000,"Census Tract 2360, Los Angeles, CA",2189,104,1724,172,465,155
14000US06037236100,6037236100,"Census Tract 2361, Los Angeles, CA",2986,151,485,146,2501,214
14000US06037236202,6037236202,"Census Tract 2362.02, Los Angeles, CA",2510,135,35,40,2475,132
14000US06037236203,6037236203,"Census Tract 2362.03, Los Angeles, CA",1472,90,17,27,1455,97
14000US06037236204,6037236204,"Census Tract 2362.04, Los Angeles, CA",1373,78,0,12,1373,78
14000US06037236400,6037236400,"Census Tract 2364, Los Angeles, CA",2105,112,1090,134,1015,158
14000US06037237101,6037237101,"Census Tract 2371.01, Los Angeles, CA",1169,47,302,74,867,73
14000US06037237102,6037237102,"Census Tract 2371.02, Los Angeles, CA",931,53,270,62,661,71
14000US06037237201,6037237201,"Census Tract 2372.01, Los Angeles, CA",1011,46,433,75,578,80
14000US06037237202,6037237202,"Census Tract 2372.02, Los Angeles, CA",1394,58,676,116,718,122
14000US06037237300,6037237300,"Census Tract 2373, Los Angeles, CA",1917,94,1011,143,906,145
14000US06037237401,6037237401,"Census Tract 2374.01, Los Angeles, CA",1095,49,548,77,547,92
14000US06037237402,6037237402,"Census Tract 2374.02, Los Angeles, CA",1031,63,633,88,398,82
14000US06037237500,6037237500,"Census Tract 2375, Los Angeles, CA",882,39,144,46,738,55
14000US06037237600,6037237600,"Census Tract 2376, Los Angeles, CA",1230,51,289,93,941,99
14000US06037237710,6037237710,"Census Tract 2377.10, Los Angeles, CA",1144,74,197,82,947,113
14000US06037237720,6037237720,"Census Tract 2377.20, Los Angeles, CA",906,47,170,66,736,79
14000US06037237800,6037237800,"Census Tract 2378, Los Angeles, CA",1398,75,845,130,553,134
14000US06037237900,6037237900,"Census Tract 2379, Los Angeles, CA",1408,68,940,131,468,126
14000US06037238000,6037238000,"Census Tract 2380, Los Angeles, CA",2342,129,1334,254,1008,258
14000US06037238100,6037238100,"Census Tract 2381, Los Angeles, CA",1823,75,883,128,940,130
14000US06037238200,6037238200,"Census Tract 2382, Los Angeles, CA",2172,179,1006,218,1166,245
14000US06037238310,6037238310,"Census Tract 2383.10, Los Angeles, CA",1492,43,133,71,1359,77
14000US06037238320,6037238320,"Census Tract 2383.20, Los Angeles, CA",1143,66,178,55,965,71
14000US06037238400,6037238400,"Census Tract 2384, Los Angeles, CA",1906,74,1189,121,717,121
14000US06037239201,6037239201,"Census Tract 2392.01, Los Angeles, CA",958,30,165,61,793,65
14000US06037239202,6037239202,"Census Tract 2392.02, Los Angeles, CA",1176,51,317,86,859,96
14000US06037239310,6037239310,"Census Tract 2393.10, Los Angeles, CA",1009,67,245,72,764,81
14000US06037239320,6037239320,"Census Tract 2393.20, Los Angeles, CA",848,42,319,64,529,76
14000US06037239330,6037239330,"Census Tract 2393.30, Los Angeles, CA",683,53,235,57,448,66
14000US06037239501,6037239501,"Census Tract 2395.01, Los Angeles, CA",927,50,330,74,597,77
14000US06037239502,6037239502,"Census Tract 2395.02, Los Angeles, CA",920,40,330,62,590,64
14000US06037239601,6037239601,"Census Tract 2396.01, Los Angeles, CA",891,63,255,59,636,82
14000US06037239602,6037239602,"Census Tract 2396.02, Los Angeles, CA",893,51,248,61,645,74
14000US06037239701,6037239701,"Census Tract 2397.01, Los Angeles, CA",1114,41,297,100,817,113
14000US06037239702,6037239702,"Census Tract 2397.02, Los Angeles, CA",1096,50,283,65,813,87
14000US06037239801,6037239801,"Census Tract 2398.01, Los Angeles, CA",893,60,279,69,614,75
14000US06037239802,6037239802,"Census Tract 2398.02, Los Angeles, CA",1393,62,433,92,960,106
14000US06037240010,6037240010,"Census Tract 2400.10, Los Angeles, CA",984,77,210,57,774,86
14000US06037240020,6037240020,"Census Tract 2400.20, Los Angeles, CA",1283,66,620,107,663,115
14000US06037240200,6037240200,"Census Tract 2402, Los Angeles, CA",1406,81,316,83,1090,100
14000US06037240300,6037240300,"Census Tract 2403, Los Angeles, CA",1636,126,339,121,1297,165
14000US06037240401,6037240401,"Census Tract 2404.01, Los Angeles, CA",1486,85,436,97,1050,127
14000US06037240402,6037240402,"Census Tract 2404.02, Los Angeles, CA",1224,41,590,100,634,105
14000US06037240500,6037240500,"Census Tract 2405, Los Angeles, CA",1737,72,484,107,1253,119
14000US06037240600,6037240600,"Census Tract 2406, Los Angeles, CA",1316,77,421,101,895,106
14000US06037240700,6037240700,"Census Tract 2407, Los Angeles, CA",1695,79,726,123,969,124
14000US06037240800,6037240800,"Census Tract 2408, Los Angeles, CA",1154,25,562,88,592,87
14000US06037240900,6037240900,"Census Tract 2409, Los Angeles, CA",1483,59,640,140,843,149
14000US06037241001,6037241001,"Census Tract 2410.01, Los Angeles, CA",1163,72,500,101,663,132
14000US06037241002,6037241002,"Census Tract 2410.02, Los Angeles, CA",1039,48,446,62,593,72
14000US06037241110,6037241110,"Census Tract 2411.10, Los Angeles, CA",795,39,301,65,494,62
14000US06037241120,6037241120,"Census Tract 2411.20, Los Angeles, CA",1319,62,439,118,880,132
14000US06037241201,6037241201,"Census Tract 2412.01, Los Angeles, CA",868,60,491,68,377,69
14000US06037241202,6037241202,"Census Tract 2412.02, Los Angeles, CA",1596,78,638,113,958,128
14000US06037241300,6037241300,"Census Tract 2413, Los Angeles, CA",744,37,327,55,417,61
