geoid,GEOID10,name,B19013001,"B19013001, Error"
14000US06037209103,6037209103,"Census Tract 2091.03, Los Angeles, CA",29509,3451
14000US06037209104,6037209104,"Census Tract 2091.04, Los Angeles, CA",30078,5671
14000US06037209200,6037209200,"Census Tract 2092, Los Angeles, CA",54894,12170
14000US06037209300,6037209300,"Census Tract 2093, Los Angeles, CA",30092,4547
14000US06037209401,6037209401,"Census Tract 2094.01, Los Angeles, CA",30926,4075
14000US06037209402,6037209402,"Census Tract 2094.02, Los Angeles, CA",32879,3996
14000US06037209403,6037209403,"Census Tract 2094.03, Los Angeles, CA",27188,7065
14000US06037209510,6037209510,"Census Tract 2095.10, Los Angeles, CA",30722,6266
14000US06037209520,6037209520,"Census Tract 2095.20, Los Angeles, CA",33168,4540
14000US06037209810,6037209810,"Census Tract 2098.10, Los Angeles, CA",30373,2636
14000US06037209820,6037209820,"Census Tract 2098.20, Los Angeles, CA",31289,7712
14000US06037210010,6037210010,"Census Tract 2100.10, Los Angeles, CA",31712,5392
14000US06037211000,6037211000,"Census Tract 2110, Los Angeles, CA",127197,13744
14000US06037211120,6037211120,"Census Tract 2111.20, Los Angeles, CA",52342,6525
14000US06037211121,6037211121,"Census Tract 2111.21, Los Angeles, CA",48846,10190
14000US06037211122,6037211122,"Census Tract 2111.22, Los Angeles, CA",50175,7105
14000US06037211201,6037211201,"Census Tract 2112.01, Los Angeles, CA",44353,6604
14000US06037211202,6037211202,"Census Tract 2112.02, Los Angeles, CA",41280,5834
14000US06037211310,6037211310,"Census Tract 2113.10, Los Angeles, CA",42637,4051
14000US06037211320,6037211320,"Census Tract 2113.20, Los Angeles, CA",31250,12504
14000US06037211410,6037211410,"Census Tract 2114.10, Los Angeles, CA",43011,12648
14000US06037211420,6037211420,"Census Tract 2114.20, Los Angeles, CA",44330,3832
14000US06037211500,6037211500,"Census Tract 2115, Los Angeles, CA",66042,11804
14000US06037211701,6037211701,"Census Tract 2117.01, Los Angeles, CA",75469,27713
14000US06037211703,6037211703,"Census Tract 2117.03, Los Angeles, CA",52352,4698
14000US06037211704,6037211704,"Census Tract 2117.04, Los Angeles, CA",43462,9709
14000US06037211802,6037211802,"Census Tract 2118.02, Los Angeles, CA",43720,6392
14000US06037211803,6037211803,"Census Tract 2118.03, Los Angeles, CA",53301,5935
14000US06037211804,6037211804,"Census Tract 2118.04, Los Angeles, CA",41635,9624
14000US06037211910,6037211910,"Census Tract 2119.10, Los Angeles, CA",46941,8635
14000US06037211921,6037211921,"Census Tract 2119.21, Los Angeles, CA",35993,5691
14000US06037211922,6037211922,"Census Tract 2119.22, Los Angeles, CA",49554,4875
14000US06037212101,6037212101,"Census Tract 2121.01, Los Angeles, CA",51370,10420
14000US06037212102,6037212102,"Census Tract 2121.02, Los Angeles, CA",27167,6495
14000US06037212202,6037212202,"Census Tract 2122.02, Los Angeles, CA",39229,6592
14000US06037212203,6037212203,"Census Tract 2122.03, Los Angeles, CA",27092,7035
14000US06037212204,6037212204,"Census Tract 2122.04, Los Angeles, CA",34196,4158
14000US06037212303,6037212303,"Census Tract 2123.03, Los Angeles, CA",41797,10009
14000US06037212304,6037212304,"Census Tract 2123.04, Los Angeles, CA",30265,7334
14000US06037212305,6037212305,"Census Tract 2123.05, Los Angeles, CA",37550,6474
14000US06037212306,6037212306,"Census Tract 2123.06, Los Angeles, CA",40590,6157
14000US06037212410,6037212410,"Census Tract 2124.10, Los Angeles, CA",46424,4272
14000US06037212420,6037212420,"Census Tract 2124.20, Los Angeles, CA",40809,8867
14000US06037212501,6037212501,"Census Tract 2125.01, Los Angeles, CA",39093,3744
14000US06037212502,6037212502,"Census Tract 2125.02, Los Angeles, CA",47731,7564
14000US06037212610,6037212610,"Census Tract 2126.10, Los Angeles, CA",43608,7339
14000US06037212620,6037212620,"Census Tract 2126.20, Los Angeles, CA",43212,4457
14000US06037212701,6037212701,"Census Tract 2127.01, Los Angeles, CA",47000,6074
14000US06037212702,6037212702,"Census Tract 2127.02, Los Angeles, CA",73028,15437
14000US06037212800,6037212800,"Census Tract 2128, Los Angeles, CA",49867,6412
14000US06037212900,6037212900,"Census Tract 2129, Los Angeles, CA",43167,6527
14000US06037213100,6037213100,"Census Tract 2131, Los Angeles, CA",44167,6951
14000US06037213201,6037213201,"Census Tract 2132.01, Los Angeles, CA",32819,7418
14000US06037213202,6037213202,"Census Tract 2132.02, Los Angeles, CA",38899,8107
14000US06037213310,6037213310,"Census Tract 2133.10, Los Angeles, CA",48333,8689
14000US06037213320,6037213320,"Census Tract 2133.20, Los Angeles, CA",26759,5685
14000US06037213401,6037213401,"Census Tract 2134.01, Los Angeles, CA",33607,3640
14000US06037213402,6037213402,"Census Tract 2134.02, Los Angeles, CA",42766,3047
14000US06037214000,6037214000,"Census Tract 2140, Los Angeles, CA",120625,40013
14000US06037214100,6037214100,"Census Tract 2141, Los Angeles, CA",100824,16381
14000US06037214400,6037214400,"Census Tract 2144, Los Angeles, CA",77708,8085
14000US06037214501,6037214501,"Census Tract 2145.01, Los Angeles, CA",87364,14558
14000US06037214502,6037214502,"Census Tract 2145.02, Los Angeles, CA",60093,11468
14000US06037214503,6037214503,"Census Tract 2145.03, Los Angeles, CA",75294,6995
14000US06037214600,6037214600,"Census Tract 2146, Los Angeles, CA",102868,21717
14000US06037214700,6037214700,"Census Tract 2147, Los Angeles, CA",96579,22232
14000US06037214800,6037214800,"Census Tract 2148, Los Angeles, CA",108648,7053
14000US06037214901,6037214901,"Census Tract 2149.01, Los Angeles, CA",71844,4486
14000US06037214902,6037214902,"Census Tract 2149.02, Los Angeles, CA",84840,19390
14000US06037215101,6037215101,"Census Tract 2151.01, Los Angeles, CA",67888,6375
14000US06037215102,6037215102,"Census Tract 2151.02, Los Angeles, CA",69979,12062
14000US06037216100,6037216100,"Census Tract 2161, Los Angeles, CA",104604,26712
14000US06037216200,6037216200,"Census Tract 2162, Los Angeles, CA",88854,20279
14000US06037216300,6037216300,"Census Tract 2163, Los Angeles, CA",94620,14287
14000US06037216401,6037216401,"Census Tract 2164.01, Los Angeles, CA",75597,14920
14000US06037216402,6037216402,"Census Tract 2164.02, Los Angeles, CA",75000,16894
14000US06037216700,6037216700,"Census Tract 2167, Los Angeles, CA",79730,13310
14000US06037216800,6037216800,"Census Tract 2168, Los Angeles, CA",91821,16812
14000US06037216900,6037216900,"Census Tract 2169, Los Angeles, CA",89547,20184
14000US06037217001,6037217001,"Census Tract 2170.01, Los Angeles, CA",87250,31195
14000US06037217002,6037217002,"Census Tract 2170.02, Los Angeles, CA",87934,17133
14000US06037217100,6037217100,"Census Tract 2171, Los Angeles, CA",67414,17306
14000US06037217200,6037217200,"Census Tract 2172, Los Angeles, CA",69817,14025
14000US06037218110,6037218110,"Census Tract 2181.10, Los Angeles, CA",44009,7686
14000US06037218120,6037218120,"Census Tract 2181.20, Los Angeles, CA",36488,7219
14000US06037218210,6037218210,"Census Tract 2182.10, Los Angeles, CA",35436,4656
14000US06037218220,6037218220,"Census Tract 2182.20, Los Angeles, CA",49632,10359
14000US06037218300,6037218300,"Census Tract 2183, Los Angeles, CA",53621,12060
14000US06037218400,6037218400,"Census Tract 2184, Los Angeles, CA",64018,5397
14000US06037218500,6037218500,"Census Tract 2185, Los Angeles, CA",44872,7522
14000US06037218600,6037218600,"Census Tract 2186, Los Angeles, CA",51604,15167
14000US06037218701,6037218701,"Census Tract 2187.01, Los Angeles, CA",49316,4507
14000US06037218702,6037218702,"Census Tract 2187.02, Los Angeles, CA",38827,2699
14000US06037218800,6037218800,"Census Tract 2188, Los Angeles, CA",46140,10227
14000US06037218900,6037218900,"Census Tract 2189, Los Angeles, CA",41019,7592
14000US06037219010,6037219010,"Census Tract 2190.10, Los Angeles, CA",54708,16829
14000US06037219020,6037219020,"Census Tract 2190.20, Los Angeles, CA",59180,6037
14000US06037219300,6037219300,"Census Tract 2193, Los Angeles, CA",43103,13689
14000US06037219500,6037219500,"Census Tract 2195, Los Angeles, CA",77147,8828
14000US06037219700,6037219700,"Census Tract 2197, Los Angeles, CA",50220,9376
14000US06037219800,6037219800,"Census Tract 2198, Los Angeles, CA",43214,8268
14000US06037219901,6037219901,"Census Tract 2199.01, Los Angeles, CA",39006,9342
14000US06037219902,6037219902,"Census Tract 2199.02, Los Angeles, CA",49531,13082
14000US06037220000,6037220000,"Census Tract 2200, Los Angeles, CA",42500,8396
14000US06037220100,6037220100,"Census Tract 2201, Los Angeles, CA",40091,11441
14000US06037221110,6037221110,"Census Tract 2211.10, Los Angeles, CA",34868,6340
14000US06037221120,6037221120,"Census Tract 2211.20, Los Angeles, CA",38060,6410
14000US06037221210,6037221210,"Census Tract 2212.10, Los Angeles, CA",50035,13337
14000US06037221220,6037221220,"Census Tract 2212.20, Los Angeles, CA",43611,12066
14000US06037221302,6037221302,"Census Tract 2213.02, Los Angeles, CA",37500,8738
14000US06037221303,6037221303,"Census Tract 2213.03, Los Angeles, CA",39244,4757
14000US06037221304,6037221304,"Census Tract 2213.04, Los Angeles, CA",43125,18519
14000US06037221401,6037221401,"Census Tract 2214.01, Los Angeles, CA",24904,6002
14000US06037221402,6037221402,"Census Tract 2214.02, Los Angeles, CA",37976,7743
14000US06037221500,6037221500,"Census Tract 2215, Los Angeles, CA",29420,5731
14000US06037221601,6037221601,"Census Tract 2216.01, Los Angeles, CA",45288,15784
14000US06037221602,6037221602,"Census Tract 2216.02, Los Angeles, CA",36008,4189
14000US06037221710,6037221710,"Census Tract 2217.10, Los Angeles, CA",39212,4056
14000US06037221810,6037221810,"Census Tract 2218.10, Los Angeles, CA",25357,3285
14000US06037221820,6037221820,"Census Tract 2218.20, Los Angeles, CA",12235,2899
14000US06037221900,6037221900,"Census Tract 2219, Los Angeles, CA",17237,8026
14000US06037222001,6037222001,"Census Tract 2220.01, Los Angeles, CA",71000,16550
14000US06037222002,6037222002,"Census Tract 2220.02, Los Angeles, CA",48641,19705
14000US06037222100,6037222100,"Census Tract 2221, Los Angeles, CA",53864,12608
14000US06037222200,6037222200,"Census Tract 2222, Los Angeles, CA",40227,19507
14000US06037222500,6037222500,"Census Tract 2225, Los Angeles, CA",56548,10016
14000US06037222600,6037222600,"Census Tract 2226, Los Angeles, CA",28581,6120
14000US06037222700,6037222700,"Census Tract 2227, Los Angeles, CA",9632,7616
14000US06037224010,6037224010,"Census Tract 2240.10, Los Angeles, CA",28082,3055
14000US06037224020,6037224020,"Census Tract 2240.20, Los Angeles, CA",27332,4038
14000US06037224200,6037224200,"Census Tract 2242, Los Angeles, CA",31996,7067
14000US06037224310,6037224310,"Census Tract 2243.10, Los Angeles, CA",36932,8700
14000US06037224320,6037224320,"Census Tract 2243.20, Los Angeles, CA",28616,6145
14000US06037224410,6037224410,"Census Tract 2244.10, Los Angeles, CA",26773,2302
14000US06037224420,6037224420,"Census Tract 2244.20, Los Angeles, CA",24878,11538
14000US06037224600,6037224600,"Census Tract 2246, Los Angeles, CA",46162,3495
14000US06037224700,6037224700,"Census Tract 2247, Los Angeles, CA",11576,3918
14000US06037226001,6037226001,"Census Tract 2260.01, Los Angeles, CA",34808,19921
14000US06037226002,6037226002,"Census Tract 2260.02, Los Angeles, CA",37643,8292
14000US06037226410,6037226410,"Census Tract 2264.10, Los Angeles, CA",40147,6029
14000US06037226420,6037226420,"Census Tract 2264.20, Los Angeles, CA",44209,3916
14000US06037226700,6037226700,"Census Tract 2267, Los Angeles, CA",40140,7386
14000US06037227010,6037227010,"Census Tract 2270.10, Los Angeles, CA",48200,8255
14000US06037227020,6037227020,"Census Tract 2270.20, Los Angeles, CA",47361,11084
14000US06037228100,6037228100,"Census Tract 2281, Los Angeles, CA",47444,10593
14000US06037228210,6037228210,"Census Tract 2282.10, Los Angeles, CA",35969,5318
14000US06037228220,6037228220,"Census Tract 2282.20, Los Angeles, CA",43482,5301
14000US06037228310,6037228310,"Census Tract 2283.10, Los Angeles, CA",44375,6552
14000US06037228320,6037228320,"Census Tract 2283.20, Los Angeles, CA",43272,11745
14000US06037228410,6037228410,"Census Tract 2284.10, Los Angeles, CA",41012,10344
14000US06037228420,6037228420,"Census Tract 2284.20, Los Angeles, CA",38094,3081
14000US06037228500,6037228500,"Census Tract 2285, Los Angeles, CA",33125,4184
14000US06037228600,6037228600,"Census Tract 2286, Los Angeles, CA",48393,11506
14000US06037228710,6037228710,"Census Tract 2287.10, Los Angeles, CA",31849,2234
14000US06037228720,6037228720,"Census Tract 2287.20, Los Angeles, CA",38933,2942
14000US06037228800,6037228800,"Census Tract 2288, Los Angeles, CA",41250,4566
14000US06037228900,6037228900,"Census Tract 2289, Los Angeles, CA",23750,11147
14000US06037229100,6037229100,"Census Tract 2291, Los Angeles, CA",46678,7374
14000US06037229200,6037229200,"Census Tract 2292, Los Angeles, CA",41250,13739
14000US06037229300,6037229300,"Census Tract 2293, Los Angeles, CA",37468,5270
14000US06037229410,6037229410,"Census Tract 2294.10, Los Angeles, CA",34403,6662
14000US06037229420,6037229420,"Census Tract 2294.20, Los Angeles, CA",42250,8345
14000US06037231100,6037231100,"Census Tract 2311, Los Angeles, CA",31494,2249
14000US06037231210,6037231210,"Census Tract 2312.10, Los Angeles, CA",32258,9174
14000US06037231220,6037231220,"Census Tract 2312.20, Los Angeles, CA",29741,6921
14000US06037231300,6037231300,"Census Tract 2313, Los Angeles, CA",49803,20697
14000US06037231400,6037231400,"Census Tract 2314, Los Angeles, CA",41774,14301
14000US06037231500,6037231500,"Census Tract 2315, Los Angeles, CA",48912,15253
14000US06037231600,6037231600,"Census Tract 2316, Los Angeles, CA",45123,3312
14000US06037231710,6037231710,"Census Tract 2317.10, Los Angeles, CA",26444,10289
14000US06037231720,6037231720,"Census Tract 2317.20, Los Angeles, CA",36528,6653
14000US06037231800,6037231800,"Census Tract 2318, Los Angeles, CA",36765,7667
14000US06037231900,6037231900,"Census Tract 2319, Los Angeles, CA",33958,6695
14000US06037232110,6037232110,"Census Tract 2321.10, Los Angeles, CA",33203,5804
14000US06037232120,6037232120,"Census Tract 2321.20, Los Angeles, CA",37555,5980
14000US06037232200,6037232200,"Census Tract 2322, Los Angeles, CA",43911,10212
14000US06037232300,6037232300,"Census Tract 2323, Los Angeles, CA",58576,19663
14000US06037232400,6037232400,"Census Tract 2324, Los Angeles, CA",46883,6195
14000US06037232500,6037232500,"Census Tract 2325, Los Angeles, CA",55841,10590
14000US06037232600,6037232600,"Census Tract 2326, Los Angeles, CA",42734,15287
14000US06037232700,6037232700,"Census Tract 2327, Los Angeles, CA",38341,4990
14000US06037232800,6037232800,"Census Tract 2328, Los Angeles, CA",33438,9156
14000US06037234000,6037234000,"Census Tract 2340, Los Angeles, CA",54722,15350
14000US06037234200,6037234200,"Census Tract 2342, Los Angeles, CA",76761,27402
14000US06037234300,6037234300,"Census Tract 2343, Los Angeles, CA",45815,7624
14000US06037234501,6037234501,"Census Tract 2345.01, Los Angeles, CA",54622,6038
14000US06037234502,6037234502,"Census Tract 2345.02, Los Angeles, CA",33500,16135
14000US06037234600,6037234600,"Census Tract 2346, Los Angeles, CA",55887,9564
14000US06037234700,6037234700,"Census Tract 2347, Los Angeles, CA",40375,7902
14000US06037234800,6037234800,"Census Tract 2348, Los Angeles, CA",58736,3189
14000US06037234901,6037234901,"Census Tract 2349.01, Los Angeles, CA",22693,9231
14000US06037234902,6037234902,"Census Tract 2349.02, Los Angeles, CA",23981,5049
14000US06037235100,6037235100,"Census Tract 2351, Los Angeles, CA",87246,10278
14000US06037235201,6037235201,"Census Tract 2352.01, Los Angeles, CA",45341,22469
14000US06037235202,6037235202,"Census Tract 2352.02, Los Angeles, CA",31732,6611
14000US06037236000,6037236000,"Census Tract 2360, Los Angeles, CA",90790,11568
14000US06037236100,6037236100,"Census Tract 2361, Los Angeles, CA",30380,10664
14000US06037236202,6037236202,"Census Tract 2362.02, Los Angeles, CA",29766,8359
14000US06037236203,6037236203,"Census Tract 2362.03, Los Angeles, CA",30144,9916
14000US06037236204,6037236204,"Census Tract 2362.04, Los Angeles, CA",23677,5539
14000US06037236400,6037236400,"Census Tract 2364, Los Angeles, CA",66359,12295
14000US06037237101,6037237101,"Census Tract 2371.01, Los Angeles, CA",33569,6439
14000US06037237102,6037237102,"Census Tract 2371.02, Los Angeles, CA",37849,6187
14000US06037237201,6037237201,"Census Tract 2372.01, Los Angeles, CA",44911,12151
14000US06037237202,6037237202,"Census Tract 2372.02, Los Angeles, CA",38438,8306
14000US06037237300,6037237300,"Census Tract 2373, Los Angeles, CA",45107,15838
14000US06037237401,6037237401,"Census Tract 2374.01, Los Angeles, CA",41703,5527
14000US06037237402,6037237402,"Census Tract 2374.02, Los Angeles, CA",45875,21890
14000US06037237500,6037237500,"Census Tract 2375, Los Angeles, CA",32051,5414
14000US06037237600,6037237600,"Census Tract 2376, Los Angeles, CA",32456,11942
14000US06037237710,6037237710,"Census Tract 2377.10, Los Angeles, CA",36029,16132
14000US06037237720,6037237720,"Census Tract 2377.20, Los Angeles, CA",33897,3516
14000US06037237800,6037237800,"Census Tract 2378, Los Angeles, CA",48922,8243
14000US06037237900,6037237900,"Census Tract 2379, Los Angeles, CA",51612,9476
14000US06037238000,6037238000,"Census Tract 2380, Los Angeles, CA",61773,14122
14000US06037238100,6037238100,"Census Tract 2381, Los Angeles, CA",48034,8469
14000US06037238200,6037238200,"Census Tract 2382, Los Angeles, CA",45075,11155
14000US06037238310,6037238310,"Census Tract 2383.10, Los Angeles, CA",26356,4332
14000US06037238320,6037238320,"Census Tract 2383.20, Los Angeles, CA",34131,6853
14000US06037238400,6037238400,"Census Tract 2384, Los Angeles, CA",54746,19300
14000US06037239201,6037239201,"Census Tract 2392.01, Los Angeles, CA",36034,5377
14000US06037239202,6037239202,"Census Tract 2392.02, Los Angeles, CA",42609,10482
14000US06037239310,6037239310,"Census Tract 2393.10, Los Angeles, CA",37259,4446
14000US06037239320,6037239320,"Census Tract 2393.20, Los Angeles, CA",44896,5477
14000US06037239330,6037239330,"Census Tract 2393.30, Los Angeles, CA",32708,6561
14000US06037239501,6037239501,"Census Tract 2395.01, Los Angeles, CA",44177,4859
14000US06037239502,6037239502,"Census Tract 2395.02, Los Angeles, CA",41250,6439
14000US06037239601,6037239601,"Census Tract 2396.01, Los Angeles, CA",43102,10388
14000US06037239602,6037239602,"Census Tract 2396.02, Los Angeles, CA",38295,6268
14000US06037239701,6037239701,"Census Tract 2397.01, Los Angeles, CA",36232,7630
14000US06037239702,6037239702,"Census Tract 2397.02, Los Angeles, CA",31189,6281
14000US06037239801,6037239801,"Census Tract 2398.01, Los Angeles, CA",46938,13019
14000US06037239802,6037239802,"Census Tract 2398.02, Los Angeles, CA",42171,13054
14000US06037240010,6037240010,"Census Tract 2400.10, Los Angeles, CA",30612,4674
14000US06037240020,6037240020,"Census Tract 2400.20, Los Angeles, CA",38266,13782
14000US06037240200,6037240200,"Census Tract 2402, Los Angeles, CA",40286,12906
14000US06037240300,6037240300,"Census Tract 2403, Los Angeles, CA",22875,3967
14000US06037240401,6037240401,"Census Tract 2404.01, Los Angeles, CA",42662,7269
14000US06037240402,6037240402,"Census Tract 2404.02, Los Angeles, CA",42422,16112
14000US06037240500,6037240500,"Census Tract 2405, Los Angeles, CA",40764,10613
14000US06037240600,6037240600,"Census Tract 2406, Los Angeles, CA",43250,7688
14000US06037240700,6037240700,"Census Tract 2407, Los Angeles, CA",43584,2167
14000US06037240800,6037240800,"Census Tract 2408, Los Angeles, CA",41277,5397
14000US06037240900,6037240900,"Census Tract 2409, Los Angeles, CA",45619,12960
14000US06037241001,6037241001,"Census Tract 2410.01, Los Angeles, CA",41563,12739
14000US06037241002,6037241002,"Census Tract 2410.02, Los Angeles, CA",59116,14271
14000US06037241110,6037241110,"Census Tract 2411.10, Los Angeles, CA",47090,3723
14000US06037241120,6037241120,"Census Tract 2411.20, Los Angeles, CA",35114,8990
14000US06037241201,6037241201,"Census Tract 2412.01, Los Angeles, CA",48864,11795
14000US06037241202,6037241202,"Census Tract 2412.02, Los Angeles, CA",34662,8713
14000US06037241300,6037241300,"Census Tract 2413, Los Angeles, CA",46111,16137
14000US06037241400,6037241400,"Census Tract 2414, Los Angeles, CA",36667,13423
14000US06037242000,6037242000,"Census Tract 2420, Los Angeles, CA",30698,5346
14000US06037242100,6037242100,"Census Tract 2421, Los Angeles, CA",18177,3825
14000US06037242200,6037242200,"Census Tract 2422, Los Angeles, CA",28313,7275
14000US06037242300,6037242300,"Census Tract 2423, Los Angeles, CA",26515,7058
14000US06037242600,6037242600,"Census Tract 2426, Los Angeles, CA",16586,3141
14000US06037242700,6037242700,"Census Tract 2427, Los Angeles, CA",46492,12317
14000US06037243000,6037243000,"Census Tract 2430, Los Angeles, CA",51479,4135
14000US06037243100,6037243100,"Census Tract 2431, Los Angeles, CA",27879,3083
14000US06037261101,6037261101,"Census Tract 2611.01, Los Angeles, CA",199094,22313
14000US06037261102,6037261102,"Census Tract 2611.02, Los Angeles, CA",159563,37815
14000US06037261200,6037261200,"Census Tract 2612, Los Angeles, CA",188424,34260
14000US06037262100,6037262100,"Census Tract 2621, Los Angeles, CA",217462,71136
14000US06037262200,6037262200,"Census Tract 2622, Los Angeles, CA",184000,44756
14000US06037262301,6037262301,"Census Tract 2623.01, Los Angeles, CA",215750,72729
14000US06037262302,6037262302,"Census Tract 2623.02, Los Angeles, CA",158571,41566
14000US06037262303,6037262303,"Census Tract 2623.03, Los Angeles, CA",250001,
14000US06037262400,6037262400,"Census Tract 2624, Los Angeles, CA",250001,
14000US06037262501,6037262501,"Census Tract 2625.01, Los Angeles, CA",224962,24985
14000US06037262601,6037262601,"Census Tract 2626.01, Los Angeles, CA",212386,22458
14000US06037262604,6037262604,"Census Tract 2626.04, Los Angeles, CA",200625,28531
14000US06037262704,6037262704,"Census Tract 2627.04, Los Angeles, CA",122083,13421
14000US06037262706,6037262706,"Census Tract 2627.06, Los Angeles, CA",188409,81265
14000US06037262802,6037262802,"Census Tract 2628.02, Los Angeles, CA",217292,22614
14000US06037264000,6037264000,"Census Tract 2640, Los Angeles, CA",220417,67305
14000US06037264102,6037264102,"Census Tract 2641.02, Los Angeles, CA",108004,15956
14000US06037264103,6037264103,"Census Tract 2641.03, Los Angeles, CA",105481,17530
14000US06037264301,6037264301,"Census Tract 2643.01, Los Angeles, CA",101439,13389
14000US06037264302,6037264302,"Census Tract 2643.02, Los Angeles, CA",92381,14383
14000US06037265100,6037265100,"Census Tract 2651, Los Angeles, CA",112500,23765
14000US06037265201,6037265201,"Census Tract 2652.01, Los Angeles, CA",72361,36838
14000US06037265202,6037265202,"Census Tract 2652.02, Los Angeles, CA",74417,31718
14000US06037265301,6037265301,"Census Tract 2653.01, Los Angeles, CA",,
14000US06037265303,6037265303,"Census Tract 2653.03, Los Angeles, CA",21506,8418
14000US06037265304,6037265304,"Census Tract 2653.04, Los Angeles, CA",21228,3675
14000US06037265305,6037265305,"Census Tract 2653.05, Los Angeles, CA",20655,8015
14000US06037265410,6037265410,"Census Tract 2654.10, Los Angeles, CA",117885,20642
14000US06037265420,6037265420,"Census Tract 2654.20, Los Angeles, CA",198542,75036
14000US06037265510,6037265510,"Census Tract 2655.10, Los Angeles, CA",54847,10761
14000US06037265520,6037265520,"Census Tract 2655.20, Los Angeles, CA",104559,12613
14000US06037265601,6037265601,"Census Tract 2656.01, Los Angeles, CA",119886,13783
14000US06037265602,6037265602,"Census Tract 2656.02, Los Angeles, CA",117629,11171
14000US06037265700,6037265700,"Census Tract 2657, Los Angeles, CA",85083,17567
14000US06037267100,6037267100,"Census Tract 2671, Los Angeles, CA",105284,19417
14000US06037267200,6037267200,"Census Tract 2672, Los Angeles, CA",86601,26308
14000US06037267300,6037267300,"Census Tract 2673, Los Angeles, CA",68913,14617
14000US06037267402,6037267402,"Census Tract 2674.02, Los Angeles, CA",87095,19279
14000US06037267403,6037267403,"Census Tract 2674.03, Los Angeles, CA",88631,11616
14000US06037267404,6037267404,"Census Tract 2674.04, Los Angeles, CA",82500,14411
14000US06037267501,6037267501,"Census Tract 2675.01, Los Angeles, CA",86086,30421
14000US06037267502,6037267502,"Census Tract 2675.02, Los Angeles, CA",86343,14537
14000US06037267600,6037267600,"Census Tract 2676, Los Angeles, CA",70692,14525
14000US06037267700,6037267700,"Census Tract 2677, Los Angeles, CA",94185,10211
14000US06037267800,6037267800,"Census Tract 2678, Los Angeles, CA",86121,14578
14000US06037267901,6037267901,"Census Tract 2679.01, Los Angeles, CA",118393,42425
14000US06037267902,6037267902,"Census Tract 2679.02, Los Angeles, CA",138750,27437
14000US06037269000,6037269000,"Census Tract 2690, Los Angeles, CA",127054,31338
14000US06037269100,6037269100,"Census Tract 2691, Los Angeles, CA",88656,23501
14000US06037269300,6037269300,"Census Tract 2693, Los Angeles, CA",165208,54842
14000US06037269500,6037269500,"Census Tract 2695, Los Angeles, CA",191538,38518
14000US06037269601,6037269601,"Census Tract 2696.01, Los Angeles, CA",53664,13471
14000US06037269602,6037269602,"Census Tract 2696.02, Los Angeles, CA",58668,10610
14000US06037269700,6037269700,"Census Tract 2697, Los Angeles, CA",89450,17895
14000US06037269800,6037269800,"Census Tract 2698, Los Angeles, CA",83214,12714
14000US06037269903,6037269903,"Census Tract 2699.03, Los Angeles, CA",65750,8561
14000US06037269904,6037269904,"Census Tract 2699.04, Los Angeles, CA",70682,9263
14000US06037269905,6037269905,"Census Tract 2699.05, Los Angeles, CA",80119,5071
14000US06037269906,6037269906,"Census Tract 2699.06, Los Angeles, CA",95542,19338
14000US06037269907,6037269907,"Census Tract 2699.07, Los Angeles, CA",78895,11157
14000US06037270100,6037270100,"Census Tract 2701, Los Angeles, CA",71389,18066
14000US06037270200,6037270200,"Census Tract 2702, Los Angeles, CA",67516,12726
14000US06037270300,6037270300,"Census Tract 2703, Los Angeles, CA",74323,9943
14000US06037271100,6037271100,"Census Tract 2711, Los Angeles, CA",89219,29544
14000US06037271200,6037271200,"Census Tract 2712, Los Angeles, CA",71393,5753
14000US06037271300,6037271300,"Census Tract 2713, Los Angeles, CA",101006,17510
14000US06037271400,6037271400,"Census Tract 2714, Los Angeles, CA",133547,29443
14000US06037271500,6037271500,"Census Tract 2715, Los Angeles, CA",100679,19461
14000US06037271600,6037271600,"Census Tract 2716, Los Angeles, CA",89792,13280
14000US06037271701,6037271701,"Census Tract 2717.01, Los Angeles, CA",93972,11486
14000US06037271702,6037271702,"Census Tract 2717.02, Los Angeles, CA",67446,12724
14000US06037271801,6037271801,"Census Tract 2718.01, Los Angeles, CA",55417,7138
14000US06037271802,6037271802,"Census Tract 2718.02, Los Angeles, CA",85318,6160
14000US06037271901,6037271901,"Census Tract 2719.01, Los Angeles, CA",92991,18800
14000US06037271902,6037271902,"Census Tract 2719.02, Los Angeles, CA",73918,8423
14000US06037272100,6037272100,"Census Tract 2721, Los Angeles, CA",94911,11851
14000US06037272201,6037272201,"Census Tract 2722.01, Los Angeles, CA",62716,15536
14000US06037272202,6037272202,"Census Tract 2722.02, Los Angeles, CA",63355,11380
14000US06037272301,6037272301,"Census Tract 2723.01, Los Angeles, CA",84583,11925
14000US06037272302,6037272302,"Census Tract 2723.02, Los Angeles, CA",59286,14171
14000US06037273100,6037273100,"Census Tract 2731, Los Angeles, CA",121500,30352
14000US06037273200,6037273200,"Census Tract 2732, Los Angeles, CA",88720,18401
14000US06037273300,6037273300,"Census Tract 2733, Los Angeles, CA",71823,11808
14000US06037273402,6037273402,"Census Tract 2734.02, Los Angeles, CA",72258,33093
14000US06037273502,6037273502,"Census Tract 2735.02, Los Angeles, CA",90161,13055
14000US06037273600,6037273600,"Census Tract 2736, Los Angeles, CA",123819,16873
14000US06037273700,6037273700,"Census Tract 2737, Los Angeles, CA",96719,21387
