geoid,GEOID10,name,B19013001,"B19013001, Error"
14000US06037404401,6037404401,"Census Tract 4044.01, Los Angeles, CA",67353,8661
14000US06037404402,6037404402,"Census Tract 4044.02, Los Angeles, CA",69444,11487
14000US06037404501,6037404501,"Census Tract 4045.01, Los Angeles, CA",56115,5999
14000US06037404503,6037404503,"Census Tract 4045.03, Los Angeles, CA",76394,10568
14000US06037404504,6037404504,"Census Tract 4045.04, Los Angeles, CA",57206,11635
14000US06037404600,6037404600,"Census Tract 4046, Los Angeles, CA",72500,13477
14000US06037404701,6037404701,"Census Tract 4047.01, Los Angeles, CA",75931,5862
14000US06037404702,6037404702,"Census Tract 4047.02, Los Angeles, CA",58929,6352
14000US06037404703,6037404703,"Census Tract 4047.03, Los Angeles, CA",55455,14767
14000US06037404801,6037404801,"Census Tract 4048.01, Los Angeles, CA",62153,11963
14000US06037404802,6037404802,"Census Tract 4048.02, Los Angeles, CA",61921,9971
14000US06037404803,6037404803,"Census Tract 4048.03, Los Angeles, CA",66736,8911
14000US06037404901,6037404901,"Census Tract 4049.01, Los Angeles, CA",67636,12243
14000US06037404902,6037404902,"Census Tract 4049.02, Los Angeles, CA",74618,6947
14000US06037404903,6037404903,"Census Tract 4049.03, Los Angeles, CA",60993,10489
14000US06037405001,6037405001,"Census Tract 4050.01, Los Angeles, CA",80042,13126
14000US06037405002,6037405002,"Census Tract 4050.02, Los Angeles, CA",66316,8270
14000US06037405101,6037405101,"Census Tract 4051.01, Los Angeles, CA",78667,10132
14000US06037405102,6037405102,"Census Tract 4051.02, Los Angeles, CA",49130,15940
14000US06037405201,6037405201,"Census Tract 4052.01, Los Angeles, CA",56705,10904
14000US06037405202,6037405202,"Census Tract 4052.02, Los Angeles, CA",64423,10540
14000US06037405203,6037405203,"Census Tract 4052.03, Los Angeles, CA",78615,5265
14000US06037405301,6037405301,"Census Tract 4053.01, Los Angeles, CA",61654,21957
14000US06037405302,6037405302,"Census Tract 4053.02, Los Angeles, CA",57159,7612
14000US06037405400,6037405400,"Census Tract 4054, Los Angeles, CA",89332,6132
14000US06037405500,6037405500,"Census Tract 4055, Los Angeles, CA",73566,15237
14000US06037405600,6037405600,"Census Tract 4056, Los Angeles, CA",87102,12068
14000US06037405701,6037405701,"Census Tract 4057.01, Los Angeles, CA",95036,15360
14000US06037405702,6037405702,"Census Tract 4057.02, Los Angeles, CA",83558,13129
14000US06037405800,6037405800,"Census Tract 4058, Los Angeles, CA",79728,14039
14000US06037405900,6037405900,"Census Tract 4059, Los Angeles, CA",63672,9072
14000US06037406000,6037406000,"Census Tract 4060, Los Angeles, CA",79203,7976
14000US06037406101,6037406101,"Census Tract 4061.01, Los Angeles, CA",68514,13138
14000US06037406102,6037406102,"Census Tract 4061.02, Los Angeles, CA",57321,8500
14000US06037406200,6037406200,"Census Tract 4062, Los Angeles, CA",49833,12508
14000US06037406300,6037406300,"Census Tract 4063, Los Angeles, CA",99770,18871
14000US06037406402,6037406402,"Census Tract 4064.02, Los Angeles, CA",95795,28442
14000US06037406411,6037406411,"Census Tract 4064.11, Los Angeles, CA",75398,15026
14000US06037406412,6037406412,"Census Tract 4064.12, Los Angeles, CA",85156,22945
14000US06037406500,6037406500,"Census Tract 4065, Los Angeles, CA",89559,10880
14000US06037406601,6037406601,"Census Tract 4066.01, Los Angeles, CA",103484,11601
14000US06037406602,6037406602,"Census Tract 4066.02, Los Angeles, CA",91591,12805
14000US06037406701,6037406701,"Census Tract 4067.01, Los Angeles, CA",83906,11801
14000US06037406702,6037406702,"Census Tract 4067.02, Los Angeles, CA",79990,12046
14000US06037406800,6037406800,"Census Tract 4068, Los Angeles, CA",96042,14784
14000US06037406901,6037406901,"Census Tract 4069.01, Los Angeles, CA",74571,8730
14000US06037406902,6037406902,"Census Tract 4069.02, Los Angeles, CA",62692,14386
14000US06037407001,6037407001,"Census Tract 4070.01, Los Angeles, CA",80592,20625
14000US06037407002,6037407002,"Census Tract 4070.02, Los Angeles, CA",62330,16150
14000US06037407101,6037407101,"Census Tract 4071.01, Los Angeles, CA",64375,15837
14000US06037407102,6037407102,"Census Tract 4071.02, Los Angeles, CA",73529,12502
14000US06037407200,6037407200,"Census Tract 4072, Los Angeles, CA",61519,3373
14000US06037407301,6037407301,"Census Tract 4073.01, Los Angeles, CA",84458,14822
14000US06037407302,6037407302,"Census Tract 4073.02, Los Angeles, CA",68158,8052
14000US06037407400,6037407400,"Census Tract 4074, Los Angeles, CA",96164,20073
14000US06037407501,6037407501,"Census Tract 4075.01, Los Angeles, CA",68860,5039
14000US06037407502,6037407502,"Census Tract 4075.02, Los Angeles, CA",78984,13815
14000US06037407601,6037407601,"Census Tract 4076.01, Los Angeles, CA",61429,17929
14000US06037407602,6037407602,"Census Tract 4076.02, Los Angeles, CA",68346,6837
14000US06037407701,6037407701,"Census Tract 4077.01, Los Angeles, CA",49531,12701
14000US06037407702,6037407702,"Census Tract 4077.02, Los Angeles, CA",75664,7486
14000US06037407801,6037407801,"Census Tract 4078.01, Los Angeles, CA",96620,21624
14000US06037407802,6037407802,"Census Tract 4078.02, Los Angeles, CA",84643,13657
14000US06037407900,6037407900,"Census Tract 4079, Los Angeles, CA",91458,8239
14000US06037408003,6037408003,"Census Tract 4080.03, Los Angeles, CA",86463,23395
14000US06037408004,6037408004,"Census Tract 4080.04, Los Angeles, CA",78641,6905
14000US06037408005,6037408005,"Census Tract 4080.05, Los Angeles, CA",113477,13962
14000US06037408006,6037408006,"Census Tract 4080.06, Los Angeles, CA",80500,15619
14000US06037408133,6037408133,"Census Tract 4081.33, Los Angeles, CA",70667,12280
14000US06037408134,6037408134,"Census Tract 4081.34, Los Angeles, CA",107404,17597
14000US06037408135,6037408135,"Census Tract 4081.35, Los Angeles, CA",92250,9804
14000US06037408136,6037408136,"Census Tract 4081.36, Los Angeles, CA",97500,12856
14000US06037408137,6037408137,"Census Tract 4081.37, Los Angeles, CA",70976,7414
14000US06037408138,6037408138,"Census Tract 4081.38, Los Angeles, CA",58594,18695
14000US06037408139,6037408139,"Census Tract 4081.39, Los Angeles, CA",71028,5555
14000US06037408140,6037408140,"Census Tract 4081.40, Los Angeles, CA",64692,6499
14000US06037408141,6037408141,"Census Tract 4081.41, Los Angeles, CA",75722,14703
14000US06037408202,6037408202,"Census Tract 4082.02, Los Angeles, CA",62583,20539
14000US06037408211,6037408211,"Census Tract 4082.11, Los Angeles, CA",60429,11768
14000US06037408212,6037408212,"Census Tract 4082.12, Los Angeles, CA",74167,9613
14000US06037408301,6037408301,"Census Tract 4083.01, Los Angeles, CA",67464,10723
14000US06037408302,6037408302,"Census Tract 4083.02, Los Angeles, CA",85968,29270
14000US06037408303,6037408303,"Census Tract 4083.03, Los Angeles, CA",91750,29222
14000US06037408401,6037408401,"Census Tract 4084.01, Los Angeles, CA",75023,20041
14000US06037408402,6037408402,"Census Tract 4084.02, Los Angeles, CA",86667,20816
14000US06037408501,6037408501,"Census Tract 4085.01, Los Angeles, CA",64306,9384
14000US06037408503,6037408503,"Census Tract 4085.03, Los Angeles, CA",120721,18461
14000US06037408504,6037408504,"Census Tract 4085.04, Los Angeles, CA",86296,6090
14000US06037408505,6037408505,"Census Tract 4085.05, Los Angeles, CA",113702,14875
14000US06037408623,6037408623,"Census Tract 4086.23, Los Angeles, CA",73393,11614
14000US06037408624,6037408624,"Census Tract 4086.24, Los Angeles, CA",89107,15622
14000US06037408625,6037408625,"Census Tract 4086.25, Los Angeles, CA",87632,19835
14000US06037408626,6037408626,"Census Tract 4086.26, Los Angeles, CA",81379,12637
14000US06037408627,6037408627,"Census Tract 4086.27, Los Angeles, CA",104141,4461
14000US06037408628,6037408628,"Census Tract 4086.28, Los Angeles, CA",67029,6718
14000US06037408629,6037408629,"Census Tract 4086.29, Los Angeles, CA",96786,12396
14000US06037408630,6037408630,"Census Tract 4086.30, Los Angeles, CA",83793,16977
14000US06037408631,6037408631,"Census Tract 4086.31, Los Angeles, CA",80417,17418
14000US06037408703,6037408703,"Census Tract 4087.03, Los Angeles, CA",124643,27406
14000US06037408704,6037408704,"Census Tract 4087.04, Los Angeles, CA",58281,24786
14000US06037408705,6037408705,"Census Tract 4087.05, Los Angeles, CA",72656,7516
14000US06037408706,6037408706,"Census Tract 4087.06, Los Angeles, CA",120341,24366
14000US06037408722,6037408722,"Census Tract 4087.22, Los Angeles, CA",90962,20491
14000US06037408723,6037408723,"Census Tract 4087.23, Los Angeles, CA",70109,8425
14000US06037408724,6037408724,"Census Tract 4087.24, Los Angeles, CA",41486,4050
14000US06037408800,6037408800,"Census Tract 4088, Los Angeles, CA",46635,8469
14000US06037430002,6037430002,"Census Tract 4300.02, Los Angeles, CA",73218,13594
14000US06037430003,6037430003,"Census Tract 4300.03, Los Angeles, CA",117543,12077
14000US06037430101,6037430101,"Census Tract 4301.01, Los Angeles, CA",47031,9023
14000US06037430102,6037430102,"Census Tract 4301.02, Los Angeles, CA",67425,20818
14000US06037430200,6037430200,"Census Tract 4302, Los Angeles, CA",95417,26565
14000US06037430301,6037430301,"Census Tract 4303.01, Los Angeles, CA",128854,20869
14000US06037430302,6037430302,"Census Tract 4303.02, Los Angeles, CA",80586,19324
14000US06037430400,6037430400,"Census Tract 4304, Los Angeles, CA",128298,16225
14000US06037430501,6037430501,"Census Tract 4305.01, Los Angeles, CA",120469,10962
14000US06037430502,6037430502,"Census Tract 4305.02, Los Angeles, CA",81866,13418
14000US06037430600,6037430600,"Census Tract 4306, Los Angeles, CA",148750,36238
14000US06037430701,6037430701,"Census Tract 4307.01, Los Angeles, CA",92500,10320
14000US06037430721,6037430721,"Census Tract 4307.21, Los Angeles, CA",93114,14926
14000US06037430723,6037430723,"Census Tract 4307.23, Los Angeles, CA",75891,5766
14000US06037430724,6037430724,"Census Tract 4307.24, Los Angeles, CA",69215,11713
14000US06037430801,6037430801,"Census Tract 4308.01, Los Angeles, CA",90408,19234
14000US06037430802,6037430802,"Census Tract 4308.02, Los Angeles, CA",102500,22503
14000US06037430803,6037430803,"Census Tract 4308.03, Los Angeles, CA",94315,19338
14000US06037430901,6037430901,"Census Tract 4309.01, Los Angeles, CA",64583,16552
14000US06037430902,6037430902,"Census Tract 4309.02, Los Angeles, CA",83853,6247
14000US06037431001,6037431001,"Census Tract 4310.01, Los Angeles, CA",71066,8757
14000US06037431002,6037431002,"Census Tract 4310.02, Los Angeles, CA",52813,14766
14000US06037431100,6037431100,"Census Tract 4311, Los Angeles, CA",78427,16620
14000US06037431200,6037431200,"Census Tract 4312, Los Angeles, CA",63750,18259
14000US06037431300,6037431300,"Census Tract 4313, Los Angeles, CA",92125,12271
14000US06037431400,6037431400,"Census Tract 4314, Los Angeles, CA",86538,29119
14000US06037431501,6037431501,"Census Tract 4315.01, Los Angeles, CA",64244,14803
14000US06037431502,6037431502,"Census Tract 4315.02, Los Angeles, CA",62531,10529
14000US06037431600,6037431600,"Census Tract 4316, Los Angeles, CA",107386,24667
14000US06037431700,6037431700,"Census Tract 4317, Los Angeles, CA",108106,15616
14000US06037431800,6037431800,"Census Tract 4318, Los Angeles, CA",73548,9144
14000US06037431900,6037431900,"Census Tract 4319, Los Angeles, CA",61146,9180
14000US06037432000,6037432000,"Census Tract 4320, Los Angeles, CA",78083,26207
14000US06037432101,6037432101,"Census Tract 4321.01, Los Angeles, CA",91607,21424
14000US06037432102,6037432102,"Census Tract 4321.02, Los Angeles, CA",92782,9653
14000US06037432201,6037432201,"Census Tract 4322.01, Los Angeles, CA",69662,10065
14000US06037432202,6037432202,"Census Tract 4322.02, Los Angeles, CA",66154,31036
14000US06037432300,6037432300,"Census Tract 4323, Los Angeles, CA",54155,9071
14000US06037432401,6037432401,"Census Tract 4324.01, Los Angeles, CA",52500,6797
14000US06037432402,6037432402,"Census Tract 4324.02, Los Angeles, CA",57889,10688
14000US06037432500,6037432500,"Census Tract 4325, Los Angeles, CA",51353,5553
14000US06037432601,6037432601,"Census Tract 4326.01, Los Angeles, CA",67760,9689
14000US06037432602,6037432602,"Census Tract 4326.02, Los Angeles, CA",65321,16159
14000US06037432700,6037432700,"Census Tract 4327, Los Angeles, CA",52882,22799
14000US06037432801,6037432801,"Census Tract 4328.01, Los Angeles, CA",23466,6976
14000US06037432802,6037432802,"Census Tract 4328.02, Los Angeles, CA",39474,10975
14000US06037432901,6037432901,"Census Tract 4329.01, Los Angeles, CA",59417,9309
14000US06037432902,6037432902,"Census Tract 4329.02, Los Angeles, CA",72455,11154
14000US06037433101,6037433101,"Census Tract 4331.01, Los Angeles, CA",45000,13727
14000US06037433102,6037433102,"Census Tract 4331.02, Los Angeles, CA",46800,13385
14000US06037433200,6037433200,"Census Tract 4332, Los Angeles, CA",50570,4645
14000US06037433302,6037433302,"Census Tract 4333.02, Los Angeles, CA",34500,15919
14000US06037433304,6037433304,"Census Tract 4333.04, Los Angeles, CA",36250,4589
14000US06037433305,6037433305,"Census Tract 4333.05, Los Angeles, CA",44390,12848
14000US06037433306,6037433306,"Census Tract 4333.06, Los Angeles, CA",57803,3944
14000US06037433307,6037433307,"Census Tract 4333.07, Los Angeles, CA",60673,10935
14000US06037433401,6037433401,"Census Tract 4334.01, Los Angeles, CA",49115,5654
14000US06037433402,6037433402,"Census Tract 4334.02, Los Angeles, CA",48547,10412
14000US06037433403,6037433403,"Census Tract 4334.03, Los Angeles, CA",45967,9776
14000US06037433501,6037433501,"Census Tract 4335.01, Los Angeles, CA",36703,3525
14000US06037433503,6037433503,"Census Tract 4335.03, Los Angeles, CA",60080,16547
14000US06037433504,6037433504,"Census Tract 4335.04, Los Angeles, CA",36811,9092
14000US06037433601,6037433601,"Census Tract 4336.01, Los Angeles, CA",66174,6225
14000US06037433602,6037433602,"Census Tract 4336.02, Los Angeles, CA",52464,9837
14000US06037433700,6037433700,"Census Tract 4337, Los Angeles, CA",60724,8876
14000US06037433801,6037433801,"Census Tract 4338.01, Los Angeles, CA",49720,8523
14000US06037433802,6037433802,"Census Tract 4338.02, Los Angeles, CA",71645,11352
14000US06037433901,6037433901,"Census Tract 4339.01, Los Angeles, CA",41779,4284
14000US06037433902,6037433902,"Census Tract 4339.02, Los Angeles, CA",53205,9213
14000US06037434001,6037434001,"Census Tract 4340.01, Los Angeles, CA",52436,10439
14000US06037434003,6037434003,"Census Tract 4340.03, Los Angeles, CA",53125,12731
14000US06037434004,6037434004,"Census Tract 4340.04, Los Angeles, CA",64443,3583
14000US06037460000,6037460000,"Census Tract 4600, Los Angeles, CA",129393,22262
14000US06037460100,6037460100,"Census Tract 4601, Los Angeles, CA",131477,25085
14000US06037460200,6037460200,"Census Tract 4602, Los Angeles, CA",101875,38055
14000US06037460301,6037460301,"Census Tract 4603.01, Los Angeles, CA",110714,31137
14000US06037460302,6037460302,"Census Tract 4603.02, Los Angeles, CA",68306,13190
14000US06037460401,6037460401,"Census Tract 4604.01, Los Angeles, CA",100417,32045
14000US06037460501,6037460501,"Census Tract 4605.01, Los Angeles, CA",189107,34643
14000US06037460502,6037460502,"Census Tract 4605.02, Los Angeles, CA",163438,44384
14000US06037460600,6037460600,"Census Tract 4606, Los Angeles, CA",170648,19860
14000US06037460700,6037460700,"Census Tract 4607, Los Angeles, CA",210208,49912
14000US06037460800,6037460800,"Census Tract 4608, Los Angeles, CA",212639,38256
14000US06037460900,6037460900,"Census Tract 4609, Los Angeles, CA",79101,11304
14000US06037461000,6037461000,"Census Tract 4610, Los Angeles, CA",77569,23324
14000US06037461100,6037461100,"Census Tract 4611, Los Angeles, CA",90444,17375
14000US06037461200,6037461200,"Census Tract 4612, Los Angeles, CA",129974,27504
14000US06037461300,6037461300,"Census Tract 4613, Los Angeles, CA",82847,23772
14000US06037461400,6037461400,"Census Tract 4614, Los Angeles, CA",60435,10864
14000US06037461501,6037461501,"Census Tract 4615.01, Los Angeles, CA",83387,14292
14000US06037461502,6037461502,"Census Tract 4615.02, Los Angeles, CA",62769,4629
14000US06037461600,6037461600,"Census Tract 4616, Los Angeles, CA",71250,22706
14000US06037461700,6037461700,"Census Tract 4617, Los Angeles, CA",123854,29117
14000US06037461901,6037461901,"Census Tract 4619.01, Los Angeles, CA",52000,9782
14000US06037461902,6037461902,"Census Tract 4619.02, Los Angeles, CA",31164,23809
14000US06037462001,6037462001,"Census Tract 4620.01, Los Angeles, CA",61964,17911
14000US06037462002,6037462002,"Census Tract 4620.02, Los Angeles, CA",30982,5779
14000US06037462100,6037462100,"Census Tract 4621, Los Angeles, CA",61417,7578
14000US06037462201,6037462201,"Census Tract 4622.01, Los Angeles, CA",40038,16567
14000US06037462202,6037462202,"Census Tract 4622.02, Los Angeles, CA",64388,12250
14000US06037462301,6037462301,"Census Tract 4623.01, Los Angeles, CA",57898,19067
14000US06037462302,6037462302,"Census Tract 4623.02, Los Angeles, CA",68102,13708
14000US06037462400,6037462400,"Census Tract 4624, Los Angeles, CA",91116,9248
14000US06037462500,6037462500,"Census Tract 4625, Los Angeles, CA",92743,25788
14000US06037462600,6037462600,"Census Tract 4626, Los Angeles, CA",148393,36894
14000US06037462700,6037462700,"Census Tract 4627, Los Angeles, CA",80294,16490
14000US06037462800,6037462800,"Census Tract 4628, Los Angeles, CA",81424,6249
14000US06037462900,6037462900,"Census Tract 4629, Los Angeles, CA",138611,23538
14000US06037463000,6037463000,"Census Tract 4630, Los Angeles, CA",116181,16512
14000US06037463101,6037463101,"Census Tract 4631.01, Los Angeles, CA",96618,11325
14000US06037463102,6037463102,"Census Tract 4631.02, Los Angeles, CA",84182,13001
14000US06037463200,6037463200,"Census Tract 4632, Los Angeles, CA",109583,14984
14000US06037463300,6037463300,"Census Tract 4633, Los Angeles, CA",101964,11427
14000US06037463400,6037463400,"Census Tract 4634, Los Angeles, CA",93433,8180
14000US06037463500,6037463500,"Census Tract 4635, Los Angeles, CA",95339,16014
14000US06037463601,6037463601,"Census Tract 4636.01, Los Angeles, CA",81782,5090
14000US06037463602,6037463602,"Census Tract 4636.02, Los Angeles, CA",83065,9854
14000US06037463700,6037463700,"Census Tract 4637, Los Angeles, CA",136389,21917
14000US06037463800,6037463800,"Census Tract 4638, Los Angeles, CA",158438,20415
14000US06037463900,6037463900,"Census Tract 4639, Los Angeles, CA",104260,13294
14000US06037464000,6037464000,"Census Tract 4640, Los Angeles, CA",107438,28007
14000US06037464100,6037464100,"Census Tract 4641, Los Angeles, CA",168438,30857
14000US06037464200,6037464200,"Census Tract 4642, Los Angeles, CA",161979,21665
14000US06037480002,6037480002,"Census Tract 4800.02, Los Angeles, CA",109625,16340
14000US06037480011,6037480011,"Census Tract 4800.11, Los Angeles, CA",63446,10756
14000US06037480012,6037480012,"Census Tract 4800.12, Los Angeles, CA",84234,7730
14000US06037480101,6037480101,"Census Tract 4801.01, Los Angeles, CA",74896,34750
14000US06037480102,6037480102,"Census Tract 4801.02, Los Angeles, CA",75216,12739
14000US06037480201,6037480201,"Census Tract 4802.01, Los Angeles, CA",113393,21397
14000US06037480202,6037480202,"Census Tract 4802.02, Los Angeles, CA",100875,16041
14000US06037480302,6037480302,"Census Tract 4803.02, Los Angeles, CA",75326,10565
14000US06037480303,6037480303,"Census Tract 4803.03, Los Angeles, CA",51667,4848
14000US06037480304,6037480304,"Census Tract 4803.04, Los Angeles, CA",50280,8313
14000US06037480400,6037480400,"Census Tract 4804, Los Angeles, CA",66389,21524
14000US06037480500,6037480500,"Census Tract 4805, Los Angeles, CA",120521,20852
14000US06037480600,6037480600,"Census Tract 4806, Los Angeles, CA",92837,9067
14000US06037480702,6037480702,"Census Tract 4807.02, Los Angeles, CA",153487,31715
14000US06037480703,6037480703,"Census Tract 4807.03, Los Angeles, CA",122188,20413
14000US06037480704,6037480704,"Census Tract 4807.04, Los Angeles, CA",82159,9143
14000US06037480802,6037480802,"Census Tract 4808.02, Los Angeles, CA",68145,26430
14000US06037480803,6037480803,"Census Tract 4808.03, Los Angeles, CA",76156,18231
14000US06037480804,6037480804,"Census Tract 4808.04, Los Angeles, CA",66625,12405
14000US06037480901,6037480901,"Census Tract 4809.01, Los Angeles, CA",57802,12505
14000US06037480902,6037480902,"Census Tract 4809.02, Los Angeles, CA",50127,8623
14000US06037480903,6037480903,"Census Tract 4809.03, Los Angeles, CA",67039,13499
14000US06037481001,6037481001,"Census Tract 4810.01, Los Angeles, CA",51591,7745
14000US06037481002,6037481002,"Census Tract 4810.02, Los Angeles, CA",60275,15194
14000US06037481101,6037481101,"Census Tract 4811.01, Los Angeles, CA",62824,4991
14000US06037481102,6037481102,"Census Tract 4811.02, Los Angeles, CA",53024,12556
14000US06037481103,6037481103,"Census Tract 4811.03, Los Angeles, CA",70618,9578
14000US06037481201,6037481201,"Census Tract 4812.01, Los Angeles, CA",75078,16539
14000US06037481202,6037481202,"Census Tract 4812.02, Los Angeles, CA",73182,12621
14000US06037481300,6037481300,"Census Tract 4813, Los Angeles, CA",66500,11140
14000US06037481401,6037481401,"Census Tract 4814.01, Los Angeles, CA",47207,7390
14000US06037481402,6037481402,"Census Tract 4814.02, Los Angeles, CA",60847,10737
14000US06037481500,6037481500,"Census Tract 4815, Los Angeles, CA",69452,11924
14000US06037481603,6037481603,"Census Tract 4816.03, Los Angeles, CA",56159,16761
14000US06037481604,6037481604,"Census Tract 4816.04, Los Angeles, CA",58137,8468
14000US06037481605,6037481605,"Census Tract 4816.05, Los Angeles, CA",55948,17137
14000US06037481606,6037481606,"Census Tract 4816.06, Los Angeles, CA",54762,4951
14000US06037481711,6037481711,"Census Tract 4817.11, Los Angeles, CA",45554,7003
14000US06037481712,6037481712,"Census Tract 4817.12, Los Angeles, CA",49837,7090
14000US06037481713,6037481713,"Census Tract 4817.13, Los Angeles, CA",63563,16619
14000US06037481714,6037481714,"Census Tract 4817.14, Los Angeles, CA",42604,4217
14000US06037481800,6037481800,"Census Tract 4818, Los Angeles, CA",94531,16552
14000US06037481901,6037481901,"Census Tract 4819.01, Los Angeles, CA",94943,16025
14000US06037481902,6037481902,"Census Tract 4819.02, Los Angeles, CA",56836,9285
14000US06037482001,6037482001,"Census Tract 4820.01, Los Angeles, CA",90179,18607
14000US06037482002,6037482002,"Census Tract 4820.02, Los Angeles, CA",66103,12084
14000US06037482101,6037482101,"Census Tract 4821.01, Los Angeles, CA",61667,11497
14000US06037482102,6037482102,"Census Tract 4821.02, Los Angeles, CA",87000,16680
14000US06037482201,6037482201,"Census Tract 4822.01, Los Angeles, CA",46768,11865
14000US06037482202,6037482202,"Census Tract 4822.02, Los Angeles, CA",57361,11287
14000US06037482301,6037482301,"Census Tract 4823.01, Los Angeles, CA",41266,8262
14000US06037482303,6037482303,"Census Tract 4823.03, Los Angeles, CA",54177,6797
14000US06037482304,6037482304,"Census Tract 4823.04, Los Angeles, CA",33940,5796
14000US06037482401,6037482401,"Census Tract 4824.01, Los Angeles, CA",49295,4535
14000US06037482402,6037482402,"Census Tract 4824.02, Los Angeles, CA",53901,19049
14000US06037482502,6037482502,"Census Tract 4825.02, Los Angeles, CA",57045,10019
14000US06037482503,6037482503,"Census Tract 4825.03, Los Angeles, CA",62675,7510
14000US06037482521,6037482521,"Census Tract 4825.21, Los Angeles, CA",67295,8611
14000US06037482522,6037482522,"Census Tract 4825.22, Los Angeles, CA",65786,10679
14000US06037482600,6037482600,"Census Tract 4826, Los Angeles, CA",70417,21464
14000US06037482701,6037482701,"Census Tract 4827.01, Los Angeles, CA",74148,18920
14000US06037482702,6037482702,"Census Tract 4827.02, Los Angeles, CA",82917,18026
14000US06037482800,6037482800,"Census Tract 4828, Los Angeles, CA",71401,11771
14000US06037500100,6037500100,"Census Tract 5001, Los Angeles, CA",123021,54777
14000US06037500201,6037500201,"Census Tract 5002.01, Los Angeles, CA",114831,16909
14000US06037500202,6037500202,"Census Tract 5002.02, Los Angeles, CA",133125,28251
14000US06037500300,6037500300,"Census Tract 5003, Los Angeles, CA",102875,23105
14000US06037500402,6037500402,"Census Tract 5004.02, Los Angeles, CA",54375,13252
14000US06037500403,6037500403,"Census Tract 5004.03, Los Angeles, CA",82169,11349
14000US06037500404,6037500404,"Census Tract 5004.04, Los Angeles, CA",71654,6941
14000US06037500500,6037500500,"Census Tract 5005, Los Angeles, CA",53500,8525
14000US06037500600,6037500600,"Census Tract 5006, Los Angeles, CA",56920,12487
14000US06037500700,6037500700,"Census Tract 5007, Los Angeles, CA",79872,13624
14000US06037500800,6037500800,"Census Tract 5008, Los Angeles, CA",66116,11397
14000US06037500900,6037500900,"Census Tract 5009, Los Angeles, CA",55446,10098
14000US06037501001,6037501001,"Census Tract 5010.01, Los Angeles, CA",76067,14925
14000US06037501002,6037501002,"Census Tract 5010.02, Los Angeles, CA",100217,12222
14000US06037501200,6037501200,"Census Tract 5012, Los Angeles, CA",96071,18160
14000US06037501300,6037501300,"Census Tract 5013, Los Angeles, CA",76027,11444
14000US06037501400,6037501400,"Census Tract 5014, Los Angeles, CA",43929,17921
14000US06037501501,6037501501,"Census Tract 5015.01, Los Angeles, CA",102292,9102
14000US06037501503,6037501503,"Census Tract 5015.03, Los Angeles, CA",66053,8270
14000US06037501504,6037501504,"Census Tract 5015.04, Los Angeles, CA",35601,5492
14000US06037501600,6037501600,"Census Tract 5016, Los Angeles, CA",95587,21528
14000US06037501700,6037501700,"Census Tract 5017, Los Angeles, CA",101579,15805
14000US06037501802,6037501802,"Census Tract 5018.02, Los Angeles, CA",68783,14068
14000US06037501803,6037501803,"Census Tract 5018.03, Los Angeles, CA",39885,3472
14000US06037501804,6037501804,"Census Tract 5018.04, Los Angeles, CA",50134,6939
14000US06037501900,6037501900,"Census Tract 5019, Los Angeles, CA",96591,24627
14000US06037502003,6037502003,"Census Tract 5020.03, Los Angeles, CA",68698,7400
14000US06037502004,6037502004,"Census Tract 5020.04, Los Angeles, CA",66563,12929
14000US06037502005,6037502005,"Census Tract 5020.05, Los Angeles, CA",62279,12894
14000US06037502100,6037502100,"Census Tract 5021, Los Angeles, CA",66808,10690
14000US06037502200,6037502200,"Census Tract 5022, Los Angeles, CA",68882,12645
14000US06037502301,6037502301,"Census Tract 5023.01, Los Angeles, CA",67238,22918
14000US06037502302,6037502302,"Census Tract 5023.02, Los Angeles, CA",56750,18941
14000US06037502401,6037502401,"Census Tract 5024.01, Los Angeles, CA",71159,5457
14000US06037502402,6037502402,"Census Tract 5024.02, Los Angeles, CA",80208,9159
14000US06037502500,6037502500,"Census Tract 5025, Los Angeles, CA",63098,16395
14000US06037502601,6037502601,"Census Tract 5026.01, Los Angeles, CA",77170,7086
14000US06037502602,6037502602,"Census Tract 5026.02, Los Angeles, CA",56688,4771
14000US06037502700,6037502700,"Census Tract 5027, Los Angeles, CA",77065,19826
14000US06037502801,6037502801,"Census Tract 5028.01, Los Angeles, CA",85160,9949
14000US06037502802,6037502802,"Census Tract 5028.02, Los Angeles, CA",47350,17955
14000US06037502901,6037502901,"Census Tract 5029.01, Los Angeles, CA",94375,21142
14000US06037502902,6037502902,"Census Tract 5029.02, Los Angeles, CA",48750,5941
14000US06037503000,6037503000,"Census Tract 5030, Los Angeles, CA",59671,13111
14000US06037503103,6037503103,"Census Tract 5031.03, Los Angeles, CA",77795,13770
14000US06037503104,6037503104,"Census Tract 5031.04, Los Angeles, CA",62974,12755
14000US06037503105,6037503105,"Census Tract 5031.05, Los Angeles, CA",73611,23079
14000US06037503106,6037503106,"Census Tract 5031.06, Los Angeles, CA",68255,18320
14000US06037503201,6037503201,"Census Tract 5032.01, Los Angeles, CA",97277,14615
14000US06037503202,6037503202,"Census Tract 5032.02, Los Angeles, CA",68107,11431
14000US06037503301,6037503301,"Census Tract 5033.01, Los Angeles, CA",98929,18401
14000US06037503302,6037503302,"Census Tract 5033.02, Los Angeles, CA",78617,7204
14000US06037503401,6037503401,"Census Tract 5034.01, Los Angeles, CA",100498,11042
