,GEOID10,med_hh_inc,total,own_occu
1374,06037117301,97634.0,1189.0,934.0
1375,06037117302,102917.0,1728.0,1340.0
1376,06037117303,83931.0,1049.0,858.0
1377,06037117404,107981.0,1362.0,989.0
1378,06037117405,36538.0,876.0,43.0
1379,06037117407,33480.0,959.0,13.0
1380,06037117408,36250.0,858.0,114.0
1381,06037117510,46838.0,968.0,143.0
1382,06037117520,36003.0,1077.0,175.0
1383,06037117530,55483.0,1649.0,387.0
1384,06037119310,47959.0,1234.0,592.0
1385,06037119320,72813.0,1235.0,361.0
1386,06037119340,30817.0,1027.0,12.0
1387,06037119341,51083.0,822.0,269.0
1388,06037119342,58611.0,758.0,362.0
1389,06037120010,49432.0,747.0,395.0
1390,06037120020,37045.0,1168.0,182.0
1391,06037120030,30625.0,734.0,47.0
1392,06037120103,26875.0,848.0,57.0
1393,06037120104,38672.0,772.0,93.0
1394,06037120105,33984.0,868.0,250.0
1395,06037120106,36217.0,1205.0,143.0
1396,06037120107,30481.0,1108.0,66.0
1397,06037120108,39032.0,1356.0,347.0
1398,06037127102,44955.0,1666.0,602.0
1399,06037127210,55997.0,1905.0,598.0
1400,06037127220,39645.0,1733.0,528.0
1401,06037127300,49375.0,1375.0,496.0
1402,06037127400,53695.0,1865.0,477.0
1403,06037127520,35728.0,1499.0,92.0
1404,06037127603,42292.0,937.0,140.0
1405,06037127604,44798.0,1203.0,200.0
1406,06037127605,46071.0,1170.0,126.0
1407,06037127606,60904.0,1150.0,378.0
1408,06037127711,64018.0,1188.0,438.0
1409,06037127712,42662.0,1580.0,234.0
1410,06037127803,43071.0,1670.0,353.0
1411,06037127804,53792.0,1646.0,475.0
1412,06037127805,49457.0,1198.0,278.0
1413,06037127806,42946.0,1198.0,260.0
1414,06037127910,46190.0,1446.0,285.0
1415,06037128102,46699.0,1485.0,247.0
1416,06037128210,31168.0,1555.0,46.0
1417,06037128302,46413.0,1498.0,186.0
1418,06037128303,39488.0,1160.0,35.0
1419,06037131100,81613.0,1040.0,961.0
1420,06037131200,81929.0,1212.0,879.0
1421,06037131300,71848.0,1216.0,870.0
1422,06037131900,86818.0,1386.0,1063.0
1423,06037132001,83039.0,1162.0,726.0
1424,06037132002,109891.0,1112.0,658.0
1425,06037132101,73550.0,1579.0,595.0
1426,06037132102,49838.0,2157.0,931.0
1427,06037132900,81042.0,1343.0,775.0
1428,06037320300,52532.0,1933.0,954.0
1429,06037980008,,17.0,0.0
1430,06037104103,97543.0,849.0,695.0
1431,06037104105,54960.0,1646.0,869.0
1432,06037104108,51875.0,1459.0,572.0
1433,06037104203,49609.0,1169.0,578.0
1434,06037104310,74940.0,849.0,635.0
1435,06037104320,56021.0,1331.0,632.0
1436,06037104401,69000.0,664.0,410.0
1437,06037104403,60804.0,665.0,415.0
1438,06037104404,56974.0,678.0,309.0
1439,06037104500,64229.0,625.0,465.0
1440,06037104610,61359.0,703.0,452.0
1441,06037104620,64648.0,661.0,406.0
1442,06037104701,35357.0,926.0,201.0
1443,06037104703,41875.0,572.0,213.0
1444,06037104704,43338.0,1199.0,743.0
1445,06037104810,74149.0,1095.0,797.0
1446,06037104821,70231.0,795.0,422.0
1447,06037104822,60515.0,625.0,209.0
1448,06037119001,85758.0,994.0,729.0
1449,06037119002,80664.0,1736.0,1169.0
1450,06037119400,83333.0,1160.0,938.0
1451,06037119700,81688.0,1302.0,1075.0
1452,06037119800,82981.0,1486.0,1084.0
1453,06037120400,54733.0,2057.0,711.0
1454,06037121010,62903.0,1298.0,895.0
1455,06037121020,53345.0,1085.0,551.0
1456,06037121101,59267.0,927.0,365.0
1457,06037121102,48750.0,811.0,497.0
1458,06037121210,67375.0,766.0,488.0
1459,06037121221,64335.0,517.0,337.0
1460,06037121222,55192.0,1218.0,408.0
1461,06037121600,79474.0,856.0,660.0
1462,06037121801,42520.0,1143.0,371.0
1463,06037121802,68083.0,709.0,476.0
1464,06037121900,54702.0,991.0,551.0
1465,06037122000,75486.0,1568.0,969.0
1466,06037122120,61625.0,1086.0,604.0
1467,06037122121,53125.0,720.0,336.0
1468,06037122122,41811.0,639.0,163.0
1469,06037122410,36222.0,1171.0,142.0
1470,06037122420,44967.0,1405.0,483.0
1471,06037123010,36518.0,1057.0,402.0
1472,06037123020,42056.0,831.0,499.0
1473,06037123103,48902.0,1531.0,540.0
1474,06037123104,41766.0,1525.0,406.0
1475,06037123203,48850.0,1165.0,178.0
1476,06037123204,41375.0,1011.0,143.0
1477,06037123205,46083.0,749.0,146.0
1478,06037123206,32266.0,846.0,194.0
1479,06037123301,57031.0,1548.0,598.0
1480,06037123303,44477.0,937.0,265.0
1481,06037123304,39631.0,1701.0,333.0
1482,06037123410,50481.0,1262.0,286.0
1483,06037123420,44790.0,1450.0,504.0
1484,06037123510,45338.0,1660.0,413.0
1485,06037123520,45521.0,854.0,287.0
1486,06037123602,50667.0,1350.0,528.0
1487,06037123700,65278.0,1440.0,784.0
1488,06037123800,75096.0,2396.0,773.0
1489,06037123901,66771.0,1521.0,446.0
1490,06037124103,43787.0,611.0,210.0
1491,06037124104,43816.0,996.0,157.0
1492,06037124105,45764.0,929.0,161.0
1493,06037124201,64364.0,1141.0,531.0
1494,06037127103,52096.0,1099.0,190.0
1495,06037127104,39067.0,1298.0,422.0
1496,06037127920,56458.0,1345.0,470.0
1497,06037980021,,8.0,8.0
1498,06037119201,91111.0,882.0,678.0
1499,06037119202,67500.0,1056.0,776.0
1500,06037119900,78000.0,1242.0,1019.0
1501,06037120300,70208.0,1349.0,964.0
1502,06037128101,56023.0,1271.0,422.0
1503,06037128220,41570.0,1204.0,419.0
1504,06037104124,77885.0,1232.0,948.0
1505,06037104201,60129.0,941.0,663.0
1506,06037104204,59000.0,764.0,496.0
1507,06037106020,79703.0,1451.0,1186.0
1508,06037106111,95288.0,1298.0,1151.0
1509,06037106112,95625.0,1447.0,1184.0
1510,06037106113,96667.0,982.0,784.0
1511,06037106114,58194.0,1594.0,703.0
1512,06037320100,72438.0,1886.0,1372.0
1513,06037106010,89946.0,959.0,729.0
1514,06037106403,72604.0,828.0,664.0
1515,06037106405,59352.0,1184.0,468.0
1516,06037106406,85115.0,1660.0,1268.0
1517,06037106407,34327.0,913.0,204.0
1518,06037106408,60199.0,956.0,179.0
1519,06037106510,85521.0,1635.0,1129.0
1520,06037106520,63924.0,1433.0,983.0
1521,06037106603,112404.0,990.0,867.0
1522,06037106604,60350.0,1230.0,587.0
1523,06037106641,110357.0,794.0,717.0
1524,06037106642,109063.0,1034.0,933.0
1525,06037106643,164125.0,1355.0,1229.0
1526,06037106645,113940.0,1135.0,1036.0
1527,06037106648,68426.0,1084.0,475.0
1528,06037106649,87039.0,697.0,531.0
1529,06037107010,69934.0,735.0,561.0
1530,06037107020,84289.0,1229.0,904.0
1531,06037320201,35205.0,1308.0,253.0
1532,06037320202,77386.0,1442.0,968.0
1533,06037920332,91667.0,582.0,408.0
1534,06037920337,56297.0,1915.0,529.0
1535,06037980022,,0.0,0.0
1536,06037101110,63534.0,1575.0,843.0
1537,06037101122,90389.0,1312.0,1072.0
1538,06037101210,44083.0,2297.0,401.0
1539,06037101220,43713.0,1357.0,535.0
1540,06037301400,150489.0,1313.0,1042.0
1541,06037101400,75139.0,1355.0,939.0
1542,06037102103,76833.0,692.0,461.0
1543,06037102104,80789.0,1230.0,927.0
1544,06037102105,57614.0,559.0,302.0
1545,06037102107,109375.0,1345.0,957.0
1546,06037103101,99875.0,897.0,769.0
1547,06037103102,75276.0,1623.0,1195.0
1548,06037103200,84286.0,2226.0,1369.0
1549,06037103300,105909.0,1288.0,1131.0
1550,06037103400,89926.0,2461.0,1562.0
1551,06037122200,54250.0,890.0,424.0
1552,06037310100,136000.0,1958.0,1735.0
1553,06037310201,75324.0,2079.0,1033.0
1554,06037310202,74375.0,1837.0,646.0
1555,06037310300,151364.0,1052.0,929.0
1556,06037310400,92955.0,1242.0,745.0
1557,06037310501,61906.0,1343.0,269.0
1558,06037310601,69277.0,2362.0,725.0
1559,06037310602,86806.0,1053.0,447.0
1560,06037310701,30371.0,1101.0,78.0
1561,06037310702,45632.0,3486.0,338.0
1562,06037310900,81536.0,2411.0,1578.0
1563,06037311000,104875.0,1386.0,847.0
1564,06037311100,106321.0,1379.0,1109.0
1565,06037980001,,0.0,0.0
1566,06037980020,,0.0,0.0
1567,06037980026,,4.0,4.0
1568,06037101300,81776.0,1445.0,1255.0
1569,06037300100,139458.0,1946.0,1823.0
1570,06037300200,103209.0,1863.0,1256.0
1571,06037300301,114890.0,2061.0,1790.0
1572,06037300400,97083.0,2074.0,1487.0
1573,06037300501,110792.0,1055.0,838.0
1574,06037300502,67407.0,2409.0,893.0
1575,06037300600,69107.0,3578.0,1316.0
1576,06037300701,129025.0,2076.0,1717.0
1577,06037300702,112802.0,1891.0,1635.0
1578,06037300800,96157.0,2776.0,1462.0
1579,06037460502,163438.0,1338.0,1245.0
1580,06037460600,170648.0,1416.0,1317.0
1581,06037460700,210208.0,1559.0,1469.0
1582,06037930200,85972.0,147.0,121.0
1583,06037920013,131298.0,2225.0,2050.0
1584,06037920016,138125.0,1171.0,1072.0
1585,06037920017,113299.0,1251.0,1006.0
1586,06037920020,112969.0,1976.0,1813.0
1587,06037920023,80580.0,733.0,647.0
1588,06037920028,119744.0,2114.0,1801.0
1589,06037920029,75972.0,1855.0,1058.0
1590,06037920030,86649.0,1690.0,1430.0
1591,06037920031,65673.0,1994.0,1775.0
1592,06037920032,139514.0,1031.0,981.0
1593,06037920034,85637.0,1084.0,859.0
1594,06037920035,76992.0,2127.0,1690.0
1595,06037920036,77652.0,928.0,596.0
1596,06037920037,58868.0,3102.0,975.0
1597,06037920038,55606.0,614.0,164.0
1598,06037920042,94706.0,2336.0,1341.0
1599,06037920043,146310.0,2018.0,1695.0
1600,06037920044,98472.0,832.0,741.0
1601,06037920045,141029.0,1342.0,1192.0
1602,06037920314,100956.0,935.0,663.0
1603,06037910807,115685.0,1931.0,1447.0
1604,06037910808,117813.0,1076.0,1021.0
1605,06037910809,147639.0,711.0,685.0
1606,06037910810,147917.0,716.0,645.0
1607,06037920026,84688.0,101.0,87.0
1608,06037920040,99620.0,1241.0,845.0
1609,06037920033,61250.0,156.0,136.0
1610,06037920039,126310.0,638.0,472.0
1611,06037920041,85147.0,460.0,182.0
1612,06037920011,67188.0,47.0,35.0
1613,06037910206,107344.0,1057.0,883.0
1614,06037910805,105263.0,1554.0,1405.0
1615,06037910813,105703.0,1265.0,1205.0
1616,06037577200,87708.0,3175.0,821.0
1617,06037577300,86035.0,3167.0,726.0
1618,06037577400,81250.0,1560.0,507.0
1619,06037577501,125125.0,1710.0,1156.0
1620,06037577504,95929.0,770.0,312.0
1621,06037577604,99000.0,774.0,630.0
1622,06059099407,,,
1623,06059099408,,,
1624,06059099415,,,
1625,06059099416,,,
1626,06059099417,,,
1627,06059099502,,,
1628,06059099504,,,
1629,06059099506,,,
1630,06059099508,,,
1631,06059099511,,,
1632,06059099512,,,
1633,06059099513,,,
1634,06059099514,,,
1635,06059099603,,,
1636,06059062642,,,
1637,06059062701,,,
1638,06059062702,,,
1639,06059062800,,,
1640,06059062900,,,
1641,06059063004,,,
1642,06059063005,,,
1643,06059063006,,,
1644,06059063007,,,
1645,06059063008,,,
1646,06059063009,,,
1647,06059063010,,,
1648,06059063102,,,
1649,06059063103,,,
1650,06059063201,,,
1651,06059063202,,,
1652,06059063301,,,
1653,06059063302,,,
1654,06059063400,,,
1655,06059063500,,,
1656,06059063601,,,
1657,06059063603,,,
1658,06059063604,,,
1659,06059063605,,,
1660,06059063701,,,
1661,06059063702,,,
1662,06059063808,,,
1663,06059063906,,,
1664,06059099220,,,
1665,06059099239,,,
1666,06059099240,,,
1667,06059099307,,,
1668,06059088903,,,
1669,06059099204,,,
1670,06059099216,,,
1671,06059099217,,,
1672,06059099225,,,
1673,06059099230,,,
1674,06059099251,,,
1675,06059088901,,,
1676,06059088904,,,
1677,06059088905,,,
1678,06059099212,,,
1679,06059099214,,,
1680,06059099215,,,
1681,06059099222,,,
1682,06059099223,,,
1683,06059099224,,,
1684,06059099231,,,
1685,06059099232,,,
1686,06059099233,,,
1687,06059099234,,,
1688,06059099235,,,
1689,06059099237,,,
1690,06059099238,,,
1691,06059099241,,,
1692,06059099242,,,
1693,06059099243,,,
1694,06059099244,,,
1695,06059099245,,,
1696,06059099246,,,
1697,06059099250,,,
1698,06059099305,,,
1699,06059099306,,,
1700,06059099308,,,
1701,06059099309,,,
1702,06059099310,,,
1703,06059099311,,,
1704,06059099402,,,
1705,06059099404,,,
1706,06059099405,,,
1707,06059099406,,,
1708,06059099410,,,
1709,06059099411,,,
1710,06059099412,,,
1711,06059099413,,,
1712,06059099601,,,
1713,06059099602,,,
1714,06059099604,,,
1715,06059099605,,,
1716,06059099701,,,
1717,06059099702,,,
1718,06059099703,,,
1719,06059099802,,,
1720,06059099803,,,
1721,06059062610,,,
1722,06059063101,,,
1723,06059063802,,,
1724,06059063803,,,
1725,06059063805,,,
1726,06059063806,,,
1727,06059063807,,,
1728,06059063902,,,
1729,06059063903,,,
1730,06059063904,,,
1731,06059063905,,,
1732,06059063907,,,
1733,06059063908,,,
1734,06059074004,,,
1735,06059074005,,,
1736,06059074006,,,
1737,06059074102,,,
1738,06059074103,,,
1739,06059074106,,,
1740,06059074107,,,
1741,06059074108,,,
1742,06059074109,,,
1743,06059074110,,,
1744,06059074111,,,
1745,06059074200,,,
1746,06059074601,,,
1747,06059074602,,,
1748,06059074701,,,
1749,06059074702,,,
1750,06059074801,,,
1751,06059074802,,,
1752,06059074803,,,
1753,06059074805,,,
1754,06059074806,,,
1755,06059074901,,,
1756,06059074902,,,
1757,06059075002,,,
1758,06059075003,,,
1759,06059075004,,,
1760,06059075100,,,
1761,06059075201,,,
1762,06059075202,,,
1763,06059089001,,,
1764,06059089004,,,
1765,06059089104,,,
1766,06059089105,,,
1767,06059099202,,,
1768,06059099203,,,
1769,06059099226,,,
1770,06059099227,,,
1771,06059099229,,,
1772,06059099247,,,
1773,06059099248,,,
1774,06059099249,,,
1775,06059042305,,,
1776,06059042313,,,
1777,06059042317,,,
1778,06059042319,,,
1779,06059042323,,,
1780,06059042324,,,
1781,06059042325,,,
1782,06059042326,,,
1783,06059042329,,,
1784,06059042331,,,
1785,06059042332,,,
1786,06059042336,,,
1787,06059042338,,,
1788,06059042339,,,
1789,06059062605,,,
1790,06059062619,,,
1791,06059062620,,,
1792,06059062632,,,
1793,06059032022,,,
1794,06059032023,,,
1795,06059032058,,,
1796,06059032059,,,
1797,06059032061,,,
1798,06059042103,,,
1799,06059042106,,,
1800,06059042107,,,
1801,06059042108,,,
1802,06059042109,,,
1803,06059042111,,,
1804,06059042112,,,
1805,06059042113,,,
1806,06059042114,,,
1807,06059042203,,,
1808,06059042205,,,
1809,06059042201,,,
1810,06059042206,,,
1811,06059042310,,,
1812,06059042311,,,
1813,06059042312,,,
1814,06059042315,,,
1815,06059042330,,,
1816,06059042337,,,
1817,06059062604,,,
1818,06059062614,,,
1819,06059062626,,,
1820,06059062627,,,
1821,06059062628,,,
1822,06059062629,,,
1823,06059062630,,,
1824,06059062631,,,
1825,06059062643,,,
1826,06059062644,,,
1827,06059062645,,,
1828,06059032014,,,
1829,06059042320,,,
1830,06059042334,,,
1831,06059052408,,,
1832,06059052410,,,
1833,06059052411,,,
1834,06059052415,,,
1835,06059062621,,,
1836,06059062622,,,
1837,06059062625,,,
1838,06059062633,,,
1839,06059062634,,,
1840,06059062635,,,
1841,06059062636,,,
1842,06059062637,,,
1843,06059062638,,,
1844,06059062639,,,
1845,06059062640,,,
1846,06059062641,,,
1847,06059062646,,,
1848,06059062647,,,
1849,06059062648,,,
1850,06059062649,,,
1851,06059052404,,,
1852,06059052417,,,
1853,06059052418,,,
1854,06059052420,,,
1855,06059052421,,,
1856,06059052426,,,
1857,06059052502,,,
1858,06059052505,,,
1859,06059052506,,,
1860,06059052511,,,
1861,06059052513,,,
1862,06059052514,,,
1863,06059052515,,,
1864,06059052517,,,
1865,06059052518,,,
1866,06059052519,,,
1867,06059052520,,,
1868,06059052521,,,
1869,06059052522,,,
1870,06059052523,,,
1871,06059052524,,,
1872,06059052525,,,
1873,06059052526,,,
1874,06059052527,,,
1875,06059052528,,,
1876,06059062611,,,
1877,06059062612,,,
1878,06059074003,,,
1879,06059074300,,,
1880,06059074403,,,
1881,06059074405,,,
1882,06059074406,,,
1883,06059074407,,,
1884,06059074408,,,
1885,06059074501,,,
1886,06059074502,,,
1887,06059075403,,,
1888,06059075504,,,
1889,06059075505,,,
1890,06059075506,,,
1891,06059075507,,,
1892,06059075512,,,
1893,06059075513,,,
1894,06059075514,,,
1895,06059075515,,,
1896,06059075603,,,
1897,06059075606,,,
1898,06059075607,,,
1899,06059075702,,,
1900,06059032020,,,
1901,06059032033,,,
1902,06059032034,,,
1903,06059032035,,,
1904,06059032037,,,
1905,06059032038,,,
1906,06059032039,,,
1907,06059032048,,,
1908,06059032053,,,
1909,06059032057,,,
1910,06059032002,,,
1911,06059032003,,,
1912,06059032012,,,
1913,06059032013,,,
1914,06059032015,,,
1915,06059032027,,,
1916,06059032028,,,
1917,06059032029,,,
1918,06059032030,,,
1919,06059032031,,,
1920,06059032032,,,
1921,06059032036,,,
1922,06059032040,,,
1923,06059032047,,,
1924,06059042307,,,
1925,06059042327,,,
1926,06059042328,,,
1927,06059042333,,,
1928,06059042335,,,
1929,06059052416,,,
1930,06059052423,,,
1931,06059052424,,,
1932,06059052425,,,
1933,06059032042,,,
1934,06059032043,,,
1935,06059032044,,,
1936,06059032045,,,
1937,06059032046,,,
1938,06059032050,,,
1939,06059032051,,,
1940,06059032054,,,
1941,06059032055,,,
1942,06059032056,,,
1943,06059032011,,,
1944,06059032049,,,
1945,06059052428,,,
1946,06059052422,,,
1947,06059052427,,,
1948,06073018200,,,
1949,06073018300,,,
1950,06073018400,,,
1951,06073018509,,,
1952,06073018601,,,
1953,06073017801,,,
1954,06073018100,,,
1955,06073018504,,,
1956,06073018507,,,
1957,06073018510,,,
1958,06073018511,,,
1959,06073018512,,,
1960,06073018513,,,
1961,06073018514,,,
1962,06073018515,,,
1963,06073018516,,,
1964,06073018517,,,
1965,06073018518,,,
1966,06073018519,,,
1967,06073018603,,,
1968,06073018613,,,
1969,06073018614,,,
1970,06073019803,,,
1971,06073019805,,,
1972,06073019207,,,
1973,06073019903,,,
1974,06073019203,,,
1975,06073019205,,,
1976,06073019206,,,
1977,06073019301,,,
1978,06073019302,,,
1979,06073019303,,,
1980,06073019403,,,
1981,06073019404,,,
1982,06073019405,,,
1983,06073019406,,,
1984,06073019501,,,
1985,06073019502,,,
1986,06073019503,,,
1987,06073019601,,,
1988,06073019602,,,
1989,06073019701,,,
1990,06073019702,,,
1991,06073019809,,,
1992,06073019902,,,
1993,06073019904,,,
1994,06073018802,,,
1995,06073018803,,,
1996,06073018608,,,
1997,06073018609,,,
1998,06073018610,,,
1999,06073018611,,,
2000,06073018612,,,
2001,06073018801,,,
2002,06073020709,,,
2003,06073019103,,,
2004,06073019105,,,
2005,06073019208,,,
2006,06073020020,,,
2007,06073020022,,,
2008,06073020103,,,
2009,06073020304,,,
2010,06073019101,,,
2011,06073019106,,,
2012,06073019107,,,
2013,06065049800,,,
2014,06065043272,,,
2015,06065049700,,,
2016,06065051200,,,
2017,06073018700,,,
2018,06073018903,,,
2019,06073018904,,,
2020,06073018905,,,
2021,06073018906,,,
2022,06073019001,,,
2023,06059032041,,,
2024,06065043008,,,
2025,06065046401,,,
2026,06065041911,,,
2027,06065043003,,,
2028,06065043007,,,
2029,06065043009,,,
2030,06065043010,,,
2031,06065043229,,,
2032,06065043001,,,
2033,06065043227,,,
2034,06065043228,,,
2035,06065043270,,,
2036,06065043271,,,
2037,06065043274,,,
2038,06065043276,,,
2039,06065043279,,,
2040,06065046402,,,
2041,06065046403,,,
2042,06065046404,,,
2043,06065046405,,,
2044,06065050600,,,
2045,06065042740,,,
2046,06065042741,,,
2047,06065042709,,,
2048,06065042714,,,
2049,06065042715,,,
2050,06065042716,,,
2051,06065042717,,,
2052,06065042731,,,
2053,06065042732,,,
2054,06065042733,,,
2055,06065042901,,,
2056,06065042902,,,
2057,06065043005,,,
2058,06065043006,,,
2059,06065043216,,,
2060,06065043217,,,
2061,06065043218,,,
2062,06065043220,,,
2063,06065043222,,,
2064,06065043244,,,
2065,06065043246,,,
2066,06065043247,,,
2067,06065043248,,,
2068,06065043250,,,
2069,06065043252,,,
2070,06065043254,,,
2071,06065043256,,,
2072,06065043257,,,
2073,06065043262,,,
2074,06065043264,,,
2075,06065043265,,,
2076,06065043266,,,
2077,06065043267,,,
2078,06065049600,,,
2079,06065050500,,,
2080,06073019002,,,
2081,06065042708,,,
2082,06065042711,,,
2083,06065042723,,,
2084,06065042724,,,
2085,06065042726,,,
2086,06065042728,,,
2087,06065042729,,,
2088,06065042730,,,
2089,06065042737,,,
2090,06065042738,,,
2091,06065042739,,,
2092,06065042742,,,
2093,06065042743,,,
2094,06065043206,,,
2095,06065043211,,,
2096,06065043235,,,
2097,06065043240,,,
2098,06065043242,,,
2099,06065043278,,,
2100,06065043291,,,
2101,06065050300,,,
2102,06065050400,,,
2103,06065050700,,,
2104,06065043239,,,
2105,06065043304,,,
2106,06065043306,,,
2107,06065043307,,,
2108,06065043308,,,
2109,06065043309,,,
2110,06065043310,,,
2111,06065043311,,,
2112,06065043312,,,
2113,06065043313,,,
2114,06065043314,,,
2115,06065043315,,,
2116,06065043316,,,
2117,06065043317,,,
2118,06065043401,,,
2119,06065043403,,,
2120,06065043404,,,
2121,06065043405,,,
2122,06065043503,,,
2123,06065043504,,,
2124,06065043505,,,
2125,06065043701,,,
2126,06065043702,,,
2127,06065043703,,,
2128,06037570001,87162.0,1464.0,1068.0
2129,06037570002,93819.0,837.0,660.0
2130,06037570003,101500.0,1334.0,1016.0
2131,06037570100,79750.0,754.0,539.0
2132,06037570701,81917.0,2596.0,1315.0
2133,06037570800,106031.0,1727.0,1415.0
2134,06037570902,93409.0,1202.0,820.0
2135,06037571101,104000.0,1470.0,1273.0
2136,06037571102,108000.0,1304.0,1042.0
2137,06037571200,93781.0,3089.0,1581.0
2138,06037571300,99709.0,1456.0,1317.0
2139,06037573601,119020.0,2201.0,1855.0
2140,06037574100,107917.0,1906.0,1531.0
2141,06037574201,108150.0,1098.0,934.0
2142,06037574202,77386.0,737.0,325.0
2143,06037574300,104440.0,2249.0,1658.0
2144,06037574601,,0.0,0.0
2145,06037574700,,0.0,0.0
2146,06037574800,70625.0,1496.0,724.0
2147,06037574901,121429.0,1358.0,1057.0
2148,06037574902,51108.0,1787.0,361.0
2149,06037575001,83482.0,1696.0,592.0
2150,06037575002,75648.0,1870.0,748.0
2151,06037575103,53933.0,2039.0,323.0
2152,06037576903,41378.0,1336.0,221.0
2153,06037577000,70887.0,3259.0,805.0
2154,06037577100,79235.0,3330.0,1045.0
2155,06037577602,90583.0,1616.0,1053.0
2156,06037577603,106337.0,3706.0,2599.0
2157,06037570303,62500.0,1248.0,617.0
2158,06037570304,51404.0,1439.0,537.0
2159,06037570601,49506.0,1541.0,678.0
2160,06037570602,61978.0,1834.0,743.0
2161,06037570603,49623.0,1804.0,282.0
2162,06037570702,105000.0,790.0,698.0
2163,06037571400,88264.0,1667.0,1153.0
2164,06037571502,57132.0,1775.0,988.0
2165,06037571503,89457.0,1268.0,779.0
2166,06037571504,68138.0,1879.0,764.0
2167,06037571600,19425.0,823.0,33.0
2168,06037571703,45066.0,1065.0,408.0
2169,06037571704,50438.0,1235.0,531.0
2170,06037571900,66993.0,2306.0,1049.0
2171,06037572001,100625.0,2156.0,1371.0
2172,06037572002,73319.0,1984.0,700.0
2173,06037573002,43825.0,1131.0,98.0
2174,06037573201,37723.0,1318.0,376.0
2175,06037573202,54617.0,1697.0,573.0
2176,06037573300,40677.0,1094.0,271.0
2177,06037573401,75040.0,645.0,232.0
2178,06037573402,66508.0,2614.0,1112.0
2179,06037573403,101351.0,1484.0,1135.0
2180,06037575101,46250.0,1458.0,300.0
2181,06037575102,36551.0,1263.0,173.0
2182,06037575201,46050.0,1243.0,296.0
2183,06037575202,37750.0,1236.0,210.0
2184,06037575300,37969.0,1306.0,165.0
2185,06037575402,46199.0,989.0,108.0
2186,06037576200,35870.0,2976.0,445.0
2187,06037576301,39023.0,1819.0,170.0
2188,06037576302,42721.0,1224.0,108.0
2189,06037576401,47083.0,1233.0,80.0
2190,06037576402,45400.0,1348.0,298.0
2191,06037576403,38921.0,1440.0,215.0
2192,06037576501,36742.0,1429.0,120.0
2193,06037576502,54162.0,1955.0,383.0
2194,06037576503,57679.0,1908.0,245.0
2195,06037576601,55768.0,2789.0,509.0
2196,06037576602,62409.0,2584.0,526.0
2197,06037576700,73041.0,2016.0,815.0
2198,06037576801,49982.0,1926.0,416.0
2199,06037576802,62240.0,1906.0,436.0
2200,06037576901,31406.0,1775.0,162.0
2201,06037576904,52373.0,1273.0,324.0
2202,06037980018,,0.0,0.0
2203,06037554515,106520.0,1104.0,852.0
2204,06037554516,120993.0,1161.0,1062.0
2205,06037554517,106354.0,1447.0,936.0
2206,06037554518,102961.0,1623.0,1394.0
2207,06037554519,109663.0,1205.0,1063.0
2208,06037554522,114375.0,1496.0,1285.0
2209,06037554900,68079.0,2105.0,965.0
2210,06037555001,76149.0,1472.0,929.0
2211,06037555002,82011.0,1117.0,585.0
2212,06037555102,58262.0,1879.0,812.0
2213,06037555103,86964.0,1458.0,802.0
2214,06037555104,62117.0,1291.0,720.0
2215,06037555202,123807.0,1083.0,962.0
2216,06037555211,47375.0,1373.0,615.0
2217,06037555212,53017.0,1204.0,608.0
2218,06037570901,115536.0,1789.0,1534.0
2219,06037571000,105758.0,1882.0,1680.0
2220,06037573700,107431.0,1712.0,1495.0
2221,06037573800,116146.0,1489.0,1296.0
2222,06037573902,125000.0,856.0,735.0
2223,06037574000,137909.0,1853.0,1660.0
2224,06037574400,122262.0,1920.0,1577.0
2225,06037574500,100096.0,2267.0,2019.0
2226,06037574602,94688.0,535.0,472.0
2227,06037980006,,0.0,0.0
2228,06037980007,,0.0,0.0
2229,06059099509,,,
2230,06059099510,,,
2231,06059099905,,,
2232,06059099906,,,
2233,06059110001,,,
2234,06059110005,,,
2235,06059110006,,,
2236,06059110007,,,
2237,06059110008,,,
2238,06059110012,,,
2239,06059110014,,,
2240,06059110015,,,
2241,06059110102,,,
2242,06059110104,,,
2243,06059110106,,,
2244,06059110108,,,
2245,06059110109,,,
2246,06059110110,,,
2247,06059110111,,,
2248,06059110113,,,
2249,06059110114,,,
2250,06059110115,,,
2251,06059110116,,,
2252,06059110117,,,
2253,06059110118,,,
2254,06059110301,,,
2255,06059110304,,,
2256,06037533902,43426.0,958.0,212.0
2257,06037534001,45933.0,1267.0,225.0
2258,06037534002,50000.0,1008.0,347.0
2259,06037534203,34556.0,863.0,185.0
2260,06037550601,77292.0,1721.0,793.0
2261,06037550602,87500.0,1216.0,1048.0
2262,06037550700,100844.0,1797.0,1382.0
2263,06037550800,82479.0,2077.0,1174.0
2264,06037550901,68388.0,1357.0,267.0
2265,06037550902,63205.0,1884.0,463.0
2266,06037551000,96514.0,2182.0,1430.0
2267,06037551101,54549.0,1181.0,388.0
2268,06037551102,59407.0,1666.0,184.0
2269,06037551201,61003.0,1129.0,412.0
2270,06037551202,73154.0,2144.0,899.0
2271,06037551300,58125.0,1704.0,434.0
2272,06037551401,65880.0,1356.0,539.0
2273,06037551402,79353.0,1280.0,833.0
2274,06037551501,71656.0,1425.0,873.0
2275,06037551502,85766.0,1225.0,680.0
2276,06037551700,74231.0,1680.0,979.0
2277,06037551800,79132.0,2375.0,1262.0
