,GEOID10,med_hh_inc,total,own_occu
701,06037124500,90565.0,1168.0,586.0
702,06037124600,64712.0,1310.0,510.0
703,06037124700,89674.0,2474.0,1156.0
704,06037124902,31852.0,1534.0,161.0
705,06037124903,61429.0,1508.0,328.0
706,06037125100,76595.0,2852.0,686.0
707,06037125200,75260.0,1653.0,575.0
708,06037125310,48958.0,1973.0,369.0
709,06037125320,39977.0,2753.0,95.0
710,06037125401,62934.0,2558.0,125.0
711,06037125402,80299.0,2040.0,624.0
712,06037125501,46767.0,1627.0,161.0
713,06037125502,68700.0,1843.0,442.0
714,06037141101,73333.0,2166.0,560.0
715,06037141102,98125.0,1357.0,526.0
716,06037143200,75521.0,2068.0,577.0
717,06037143300,85230.0,3165.0,1180.0
718,06037143400,116222.0,3036.0,1421.0
719,06037143500,108542.0,2297.0,978.0
720,06037143602,106442.0,2182.0,1235.0
721,06037143603,87000.0,1354.0,395.0
722,06037143604,82199.0,2087.0,101.0
723,06037143800,138151.0,2395.0,1307.0
724,06037143901,212188.0,1506.0,1346.0
725,06037143902,110508.0,1295.0,717.0
726,06037128601,48173.0,1628.0,365.0
727,06037128602,85284.0,1398.0,724.0
728,06037128702,76202.0,2731.0,981.0
729,06037141201,84205.0,2123.0,275.0
730,06037141202,81250.0,1398.0,565.0
731,06037141700,250001.0,1221.0,1136.0
732,06037222700,9632.0,135.0,0.0
733,06037231720,36528.0,1524.0,262.0
734,06037231800,36765.0,1410.0,185.0
735,06037231900,33958.0,1541.0,482.0
736,06037232120,37555.0,1357.0,254.0
737,06037232700,38341.0,1642.0,574.0
738,06037232800,33438.0,995.0,315.0
739,06037237102,37849.0,931.0,270.0
740,06037237600,32456.0,1230.0,289.0
741,06037237710,36029.0,1144.0,197.0
742,06037239201,36034.0,958.0,165.0
743,06037239310,37259.0,1009.0,245.0
744,06037219020,59180.0,1462.0,690.0
745,06037219500,77147.0,779.0,573.0
746,06037222002,48641.0,1351.0,521.0
747,06037222500,56548.0,1260.0,488.0
748,06037222600,28581.0,1684.0,258.0
749,06037231210,32258.0,1156.0,157.0
750,06037231220,29741.0,1284.0,155.0
751,06037231300,49803.0,1714.0,597.0
752,06037231400,41774.0,1554.0,621.0
753,06037231500,48912.0,1443.0,805.0
754,06037231600,45123.0,2072.0,637.0
755,06037231710,26444.0,1323.0,124.0
756,06037232110,33203.0,886.0,184.0
757,06037232200,43911.0,909.0,339.0
758,06037232300,58576.0,1143.0,611.0
759,06037232400,46883.0,1943.0,965.0
760,06037232500,55841.0,1471.0,717.0
761,06037232600,42734.0,1909.0,865.0
762,06037234000,54722.0,2032.0,1265.0
763,06037234200,76761.0,1167.0,842.0
764,06037234300,45815.0,2276.0,420.0
765,06037234501,54622.0,929.0,681.0
766,06037234502,33500.0,1196.0,342.0
767,06037234600,55887.0,1706.0,1184.0
768,06037234700,40375.0,1447.0,691.0
769,06037234800,58736.0,1207.0,721.0
770,06037234901,22693.0,1125.0,32.0
771,06037234902,23981.0,1570.0,350.0
772,06037235100,87246.0,1674.0,1299.0
773,06037235201,45341.0,979.0,671.0
774,06037235202,31732.0,1941.0,648.0
775,06037236100,30380.0,2986.0,485.0
776,06037236202,29766.0,2510.0,35.0
777,06037236203,30144.0,1472.0,17.0
778,06037236204,23677.0,1373.0,0.0
779,06037236400,66359.0,2105.0,1090.0
780,06037237101,33569.0,1169.0,302.0
781,06037237201,44911.0,1011.0,433.0
782,06037237202,38438.0,1394.0,676.0
783,06037237300,45107.0,1917.0,1011.0
784,06037237401,41703.0,1095.0,548.0
785,06037237402,45875.0,1031.0,633.0
786,06037237500,32051.0,882.0,144.0
787,06037600902,41477.0,2375.0,499.0
788,06037600911,59688.0,1124.0,557.0
789,06037600912,55568.0,1447.0,681.0
790,06037703100,93482.0,2519.0,1793.0
791,06037703200,91042.0,2315.0,1844.0
792,06037208610,52537.0,1470.0,122.0
793,06037208620,48910.0,1694.0,158.0
794,06037208710,69656.0,2043.0,327.0
795,06037208720,32727.0,1590.0,30.0
796,06037208802,34079.0,1444.0,23.0
797,06037209401,30926.0,1589.0,8.0
798,06037209402,32879.0,1230.0,37.0
799,06037209510,30722.0,1000.0,23.0
800,06037209520,33168.0,939.0,9.0
801,06037209810,30373.0,713.0,21.0
802,06037209820,31289.0,823.0,86.0
803,06037211120,52342.0,2547.0,161.0
804,06037211121,48846.0,844.0,48.0
805,06037211122,50175.0,1233.0,34.0
806,06037211921,35993.0,1011.0,14.0
807,06037212202,39229.0,1191.0,23.0
808,06037212203,27092.0,1564.0,0.0
809,06037212204,34196.0,1317.0,25.0
810,06037212303,41797.0,1529.0,7.0
811,06037213320,26759.0,1060.0,100.0
812,06037213401,33607.0,1696.0,0.0
813,06037213402,42766.0,1619.0,108.0
814,06037221110,34868.0,1014.0,117.0
815,06037221120,38060.0,837.0,77.0
816,06037221602,36008.0,942.0,117.0
817,06037221710,39212.0,959.0,185.0
818,06037221810,25357.0,920.0,83.0
819,06037221820,12235.0,914.0,33.0
820,06037224200,31996.0,737.0,60.0
821,06037224310,36932.0,660.0,81.0
822,06037224320,28616.0,1125.0,79.0
823,06037224410,26773.0,1090.0,229.0
824,06037224420,24878.0,753.0,62.0
825,06037224700,11576.0,949.0,18.0
826,06037211000,127197.0,1948.0,1213.0
827,06037211201,44353.0,869.0,62.0
828,06037211202,41280.0,880.0,26.0
829,06037211310,42637.0,1220.0,58.0
830,06037211320,31250.0,1286.0,13.0
831,06037211410,43011.0,1107.0,64.0
832,06037211420,44330.0,1337.0,186.0
833,06037211500,66042.0,1661.0,585.0
834,06037211701,75469.0,1025.0,303.0
835,06037211703,52352.0,2114.0,186.0
836,06037211704,43462.0,1612.0,192.0
837,06037211802,43720.0,2140.0,257.0
838,06037211803,53301.0,1500.0,132.0
839,06037211804,41635.0,1320.0,88.0
840,06037211910,46941.0,1735.0,52.0
841,06037211922,49554.0,1301.0,18.0
842,06037212101,51370.0,1467.0,84.0
843,06037212102,27167.0,1196.0,17.0
844,06037212304,30265.0,807.0,0.0
845,06037212305,37550.0,1048.0,7.0
846,06037212306,40590.0,1212.0,44.0
847,06037212410,46424.0,1676.0,25.0
848,06037212420,40809.0,1239.0,86.0
849,06037212501,39093.0,975.0,37.0
850,06037212502,47731.0,1289.0,81.0
851,06037212610,43608.0,1823.0,301.0
852,06037212620,43212.0,1807.0,119.0
853,06037212701,47000.0,812.0,315.0
854,06037212702,73028.0,1461.0,743.0
855,06037212800,49867.0,1429.0,537.0
856,06037212900,43167.0,1548.0,186.0
857,06037213100,44167.0,954.0,297.0
858,06037213201,32819.0,1507.0,124.0
859,06037213202,38899.0,1287.0,236.0
860,06037213310,48333.0,1058.0,141.0
861,06037214000,120625.0,1364.0,937.0
862,06037214100,100824.0,1627.0,643.0
863,06037214501,87364.0,1404.0,53.0
864,06037214502,60093.0,2518.0,45.0
865,06037214503,75294.0,1516.0,13.0
866,06037215101,67888.0,1708.0,130.0
867,06037215102,69979.0,1995.0,28.0
868,06037216100,104604.0,977.0,545.0
869,06037216200,88854.0,2811.0,658.0
870,06037217100,67414.0,2433.0,682.0
871,06037217200,69817.0,1608.0,399.0
872,06037218110,44009.0,1094.0,310.0
873,06037218120,36488.0,1363.0,285.0
874,06037218210,35436.0,1193.0,253.0
875,06037218220,49632.0,1461.0,515.0
876,06037218300,53621.0,2127.0,593.0
877,06037218500,44872.0,991.0,330.0
878,06037218600,51604.0,1098.0,264.0
879,06037218701,49316.0,879.0,332.0
880,06037218702,38827.0,836.0,189.0
881,06037218800,46140.0,967.0,200.0
882,06037218900,41019.0,2140.0,267.0
883,06037219010,54708.0,919.0,429.0
884,06037219300,43103.0,1480.0,348.0
885,06037219700,50220.0,1377.0,673.0
886,06037219800,43214.0,982.0,293.0
887,06037220000,42500.0,1982.0,660.0
888,06037221210,50035.0,874.0,232.0
889,06037221220,43611.0,1008.0,167.0
890,06037221302,37500.0,1318.0,130.0
891,06037221303,39244.0,754.0,112.0
892,06037221304,43125.0,1139.0,37.0
893,06037221401,24904.0,1237.0,219.0
894,06037221402,37976.0,896.0,225.0
895,06037221500,29420.0,1137.0,171.0
896,06037221601,45288.0,954.0,179.0
897,06037221900,17237.0,902.0,37.0
898,06037222001,71000.0,928.0,486.0
899,06037222100,53864.0,1208.0,451.0
900,06037222200,40227.0,1196.0,249.0
901,06037204920,39904.0,673.0,287.0
902,06037205120,26844.0,977.0,109.0
903,06037224600,46162.0,819.0,104.0
904,06037226420,44209.0,1284.0,305.0
905,06037226700,40140.0,1517.0,316.0
906,06037227010,48200.0,1128.0,241.0
907,06037227020,47361.0,770.0,207.0
908,06037228100,47444.0,1016.0,302.0
909,06037228210,35969.0,1003.0,272.0
910,06037228220,43482.0,922.0,314.0
911,06037228310,44375.0,1044.0,226.0
912,06037228320,43272.0,709.0,200.0
913,06037228410,41012.0,723.0,186.0
914,06037228420,38094.0,715.0,152.0
915,06037228500,33125.0,1188.0,267.0
916,06037228600,48393.0,1159.0,350.0
917,06037228710,31849.0,995.0,185.0
918,06037228720,38933.0,1044.0,318.0
919,06037228800,41250.0,1189.0,457.0
920,06037228900,23750.0,714.0,101.0
921,06037229100,46678.0,1021.0,356.0
922,06037229200,41250.0,1184.0,316.0
923,06037229300,37468.0,1370.0,406.0
924,06037229410,34403.0,813.0,196.0
925,06037229420,42250.0,1118.0,396.0
926,06037231100,31494.0,692.0,64.0
927,06037239202,42609.0,1176.0,317.0
928,06037239320,44896.0,848.0,319.0
929,06037239330,32708.0,683.0,235.0
930,06037239501,44177.0,927.0,330.0
931,06037239601,43102.0,891.0,255.0
932,06037532400,42188.0,21.0,4.0
933,06037532500,55219.0,1120.0,392.0
934,06037532603,44223.0,759.0,211.0
935,06037532604,49063.0,687.0,131.0
936,06037532605,27404.0,1072.0,198.0
937,06037532606,36167.0,1278.0,152.0
938,06037532700,46125.0,691.0,147.0
939,06037532800,40306.0,1008.0,373.0
940,06037532900,38682.0,1653.0,428.0
941,06037533001,38232.0,1044.0,306.0
942,06037533002,38065.0,597.0,239.0
943,06037533103,35792.0,815.0,95.0
944,06037533104,38676.0,1266.0,129.0
945,06037533105,35625.0,647.0,91.0
946,06037533106,41504.0,399.0,115.0
947,06037533107,39228.0,935.0,128.0
948,06037533201,39878.0,676.0,187.0
949,06037533202,54205.0,648.0,237.0
950,06037533203,46645.0,415.0,121.0
951,06037533300,37841.0,868.0,150.0
952,06037533402,32845.0,1062.0,248.0
953,06037533501,41549.0,723.0,228.0
954,06037533502,53631.0,483.0,230.0
955,06037533601,46831.0,1119.0,187.0
956,06037533602,46429.0,1406.0,365.0
957,06037533603,42750.0,1783.0,495.0
958,06037534802,61629.0,705.0,403.0
959,06037535001,41969.0,1019.0,378.0
960,06037535002,39960.0,842.0,317.0
961,06037195710,45398.0,1367.0,234.0
962,06037195720,41136.0,858.0,196.0
963,06037197500,75571.0,1567.0,360.0
964,06037197600,74038.0,910.0,186.0
965,06037197700,54759.0,2043.0,299.0
966,06037199120,38970.0,1115.0,232.0
967,06037199700,42614.0,1131.0,276.0
968,06037199800,37755.0,1563.0,495.0
969,06037199900,39184.0,778.0,144.0
970,06037203100,33179.0,1239.0,168.0
971,06037203200,56161.0,1321.0,463.0
972,06037203300,39750.0,405.0,47.0
973,06037203500,41444.0,936.0,210.0
974,06037203600,49922.0,1391.0,335.0
975,06037203710,46840.0,799.0,191.0
976,06037203720,37917.0,1054.0,195.0
977,06037203800,45108.0,1143.0,585.0
978,06037203900,57054.0,718.0,289.0
979,06037204110,57417.0,801.0,303.0
980,06037204120,52813.0,753.0,241.0
981,06037204200,32946.0,962.0,143.0
982,06037204300,41912.0,1302.0,391.0
983,06037204410,47232.0,627.0,99.0
984,06037204420,29730.0,944.0,82.0
985,06037204600,31786.0,1208.0,246.0
986,06037204700,54809.0,1267.0,663.0
987,06037204810,46440.0,1245.0,415.0
988,06037204820,40000.0,512.0,218.0
989,06037204910,38523.0,944.0,220.0
990,06037205110,47219.0,857.0,0.0
991,06037206010,42063.0,1258.0,86.0
992,06037206020,100809.0,297.0,0.0
993,06037206031,99205.0,2469.0,627.0
994,06037206032,30625.0,1768.0,225.0
995,06037206050,23380.0,805.0,49.0
996,06037206200,23515.0,2407.0,269.0
997,06037206300,9191.0,2433.0,21.0
998,06037207101,39063.0,1758.0,62.0
999,06037207102,30165.0,1329.0,36.0
1000,06037207103,29243.0,961.0,40.0
1001,06037207301,51667.0,3608.0,59.0
1002,06037207302,39972.0,3401.0,177.0
1003,06037207400,87000.0,374.0,0.0
1004,06037207501,60625.0,1395.0,275.0
1005,06037207502,18594.0,2196.0,0.0
1006,06037207710,100972.0,3259.0,356.0
1007,06037207900,92104.0,4204.0,760.0
1008,06037208000,37330.0,2655.0,110.0
1009,06037208301,50093.0,556.0,0.0
1010,06037208302,38365.0,1661.0,103.0
1011,06037208401,31218.0,1515.0,33.0
1012,06037208402,45804.0,827.0,148.0
1013,06037208501,56974.0,814.0,83.0
1014,06037208502,41804.0,1325.0,14.0
1015,06037208801,33211.0,1313.0,0.0
1016,06037208902,34568.0,685.0,0.0
1017,06037208903,31731.0,1164.0,9.0
1018,06037208904,27250.0,1291.0,21.0
1019,06037209102,29190.0,2155.0,41.0
1020,06037209103,29509.0,1104.0,9.0
1021,06037209104,30078.0,937.0,0.0
1022,06037209200,54894.0,2212.0,187.0
1023,06037209300,30092.0,1992.0,39.0
1024,06037209403,27188.0,1404.0,14.0
1025,06037210010,31712.0,1227.0,134.0
1026,06037224010,28082.0,1533.0,10.0
1027,06037224020,27332.0,943.0,49.0
1028,06037226001,34808.0,604.0,95.0
1029,06037226002,37643.0,1108.0,134.0
1030,06037226410,40147.0,884.0,123.0
1031,06037188202,113267.0,1171.0,623.0
1032,06037189101,81591.0,1316.0,243.0
1033,06037189102,85708.0,1934.0,402.0
1034,06037191203,26919.0,1166.0,53.0
1035,06037191301,36875.0,940.0,108.0
1036,06037191302,45982.0,862.0,89.0
1037,06037191410,42538.0,1627.0,72.0
1038,06037191420,61190.0,1184.0,54.0
1039,06037192700,52603.0,1027.0,126.0
1040,06037195201,85114.0,1645.0,283.0
1041,06037195202,117630.0,1411.0,742.0
1042,06037195300,75104.0,1419.0,308.0
1043,06037195802,53889.0,938.0,222.0
1044,06037195803,83167.0,1156.0,316.0
1045,06037195901,64138.0,1064.0,168.0
1046,06037195902,68875.0,1005.0,198.0
1047,06037195903,52446.0,911.0,158.0
1048,06037189201,41950.0,1943.0,118.0
1049,06037189202,118018.0,1153.0,582.0
1050,06037189300,174293.0,1315.0,1168.0
1051,06037189400,156154.0,1628.0,976.0
1052,06037189500,54265.0,2666.0,416.0
1053,06037189600,74760.0,1999.0,666.0
1054,06037189702,96793.0,1301.0,728.0
1055,06037189800,69616.0,2286.0,538.0
1056,06037189902,63214.0,3048.0,135.0
1057,06037189903,64975.0,1513.0,446.0
1058,06037189904,49960.0,1505.0,27.0
1059,06037189905,72837.0,1465.0,318.0
1060,06037190100,53778.0,2654.0,59.0
1061,06037190201,30053.0,1279.0,15.0
1062,06037190202,32418.0,2307.0,24.0
1063,06037190301,44986.0,2803.0,175.0
1064,06037190401,48188.0,1756.0,23.0
1065,06037190402,40000.0,1366.0,11.0
1066,06037190510,41950.0,1712.0,0.0
1067,06037190520,41011.0,1604.0,117.0
1068,06037190700,43877.0,1705.0,224.0
1069,06037190801,25858.0,1273.0,78.0
1070,06037190802,50167.0,1370.0,157.0
1071,06037190901,38140.0,1414.0,101.0
1072,06037190902,46406.0,1518.0,83.0
1073,06037191000,64816.0,2389.0,132.0
1074,06037191110,37700.0,1032.0,40.0
1075,06037191120,40071.0,1571.0,160.0
1076,06037191201,45332.0,1629.0,109.0
1077,06037191204,41453.0,860.0,68.0
1078,06037191500,49726.0,1789.0,403.0
1079,06037191610,48767.0,1433.0,140.0
1080,06037191620,27306.0,1077.0,82.0
1081,06037191710,30085.0,1244.0,74.0
1082,06037191720,32355.0,1197.0,92.0
1083,06037191810,49491.0,1259.0,57.0
1084,06037191820,56996.0,1449.0,121.0
1085,06037191901,57000.0,1740.0,84.0
1086,06037191902,94432.0,1411.0,652.0
1087,06037192001,74063.0,1149.0,222.0
1088,06037192002,111111.0,1244.0,584.0
1089,06037192300,88988.0,1375.0,500.0
1090,06037192410,73750.0,1719.0,635.0
1091,06037192420,56194.0,1393.0,148.0
1092,06037192510,49464.0,1241.0,283.0
1093,06037192520,45823.0,1558.0,62.0
1094,06037192610,35948.0,1326.0,84.0
1095,06037192620,40850.0,1137.0,41.0
1096,06037194101,86417.0,1631.0,580.0
1097,06037214400,77708.0,1667.0,47.0
1098,06037700101,57260.0,3506.0,146.0
1099,06037700102,43202.0,2785.0,91.0
1100,06037301501,94375.0,554.0,412.0
1101,06037301601,39053.0,2373.0,259.0
1102,06037125600,82401.0,1185.0,600.0
1103,06037143100,100948.0,2248.0,807.0
1104,06037143700,111985.0,1825.0,1365.0
1105,06037189701,100256.0,1743.0,1032.0
1106,06037301502,50205.0,2459.0,197.0
1107,06037301602,65947.0,1608.0,345.0
1108,06037310703,42344.0,2041.0,247.0
1109,06037310800,66429.0,1978.0,982.0
1110,06037311200,77147.0,1299.0,569.0
1111,06037311300,97931.0,1506.0,1028.0
1112,06037311400,105000.0,974.0,641.0
1113,06037311500,93125.0,2374.0,1056.0
1114,06037311600,71528.0,3609.0,693.0
1115,06037311700,93750.0,2551.0,1297.0
1116,06037311801,63041.0,1304.0,305.0
1117,06037311802,72992.0,1472.0,199.0
1118,06037320000,,0.0,0.0
1119,06037980009,,0.0,0.0
1120,06037183300,75233.0,1020.0,492.0
1121,06037183401,61875.0,844.0,446.0
1122,06037183402,65568.0,955.0,268.0
1123,06037183510,75486.0,783.0,593.0
1124,06037183520,52232.0,1137.0,328.0
1125,06037183610,57727.0,994.0,327.0
1126,06037183810,59906.0,1302.0,177.0
1127,06037183820,46477.0,1140.0,257.0
1128,06037185100,109886.0,2233.0,1367.0
1129,06037185202,64623.0,1360.0,685.0
1130,06037185203,49698.0,989.0,366.0
1131,06037185204,86971.0,701.0,528.0
1132,06037185310,64671.0,856.0,319.0
1133,06037185320,42202.0,855.0,297.0
1134,06037186201,61733.0,1177.0,263.0
1135,06037186202,95089.0,711.0,380.0
1136,06037186203,114461.0,1116.0,925.0
1137,06037186301,53125.0,889.0,247.0
1138,06037186302,78264.0,1849.0,1067.0
1139,06037186401,41450.0,1001.0,122.0
1140,06037186403,59861.0,835.0,377.0
1141,06037186404,62083.0,772.0,248.0
1142,06037187101,76522.0,1228.0,559.0
1143,06037187102,56683.0,1379.0,516.0
1144,06037187200,76042.0,933.0,372.0
1145,06037187300,112250.0,1515.0,676.0
1146,06037188201,81475.0,1811.0,251.0
1147,06037188300,114318.0,1390.0,698.0
1148,06037195100,127768.0,2065.0,1290.0
1149,06037195400,98461.0,2229.0,782.0
1150,06037195500,99660.0,2400.0,1141.0
1151,06037195600,72035.0,1256.0,375.0
1152,06037195804,71467.0,1011.0,282.0
1153,06037197200,59719.0,1191.0,606.0
1154,06037197300,83843.0,1786.0,428.0
1155,06037197410,100556.0,1722.0,901.0
1156,06037197420,65438.0,1347.0,438.0
1157,06037199000,57625.0,1640.0,400.0
1158,06037199110,59395.0,737.0,460.0
1159,06037199201,34277.0,1089.0,124.0
1160,06037199202,67257.0,923.0,424.0
1161,06037199300,81172.0,1315.0,774.0
1162,06037199400,44637.0,1365.0,393.0
1163,06037302505,35269.0,1520.0,48.0
1164,06037980010,19167.0,56.0,24.0
1165,06037181000,116958.0,2183.0,1541.0
1166,06037181300,110508.0,1327.0,869.0
1167,06037181400,85262.0,1645.0,507.0
1168,06037181600,82443.0,1029.0,458.0
1169,06037183222,79861.0,1339.0,808.0
1170,06037186100,92569.0,1853.0,1207.0
1171,06037188100,62500.0,1720.0,477.0
1172,06037300901,149707.0,2203.0,1923.0
1173,06037300902,136708.0,741.0,673.0
1174,06037301000,68967.0,2085.0,722.0
1175,06037301100,74303.0,2818.0,1072.0
1176,06037301203,66563.0,1884.0,750.0
1177,06037301204,58497.0,2123.0,148.0
1178,06037301205,107159.0,747.0,595.0
1179,06037301206,63715.0,1861.0,470.0
1180,06037301300,119107.0,700.0,637.0
1181,06037301701,84688.0,1140.0,494.0
1182,06037301702,56571.0,2064.0,309.0
1183,06037301801,58779.0,2264.0,296.0
1184,06037301802,63328.0,1923.0,310.0
1185,06037301900,66061.0,3243.0,1016.0
1186,06037302002,49417.0,1722.0,314.0
1187,06037302003,55305.0,1404.0,104.0
1188,06037302004,50875.0,1603.0,248.0
1189,06037302102,76602.0,2498.0,853.0
1190,06037302103,42461.0,1932.0,215.0
1191,06037302104,61005.0,1509.0,159.0
1192,06037302201,24851.0,1875.0,99.0
1193,06037302202,45156.0,1988.0,221.0
1194,06037302301,55795.0,1403.0,328.0
1195,06037302302,52763.0,1962.0,94.0
1196,06037302401,41300.0,2470.0,218.0
1197,06037302503,41016.0,1392.0,117.0
1198,06037302504,38468.0,1500.0,196.0
1199,06037302506,61283.0,1361.0,331.0
1200,06111006400,,,
1201,06111006500,,,
1202,06111007201,,,
1203,06111007202,,,
1204,06111007402,,,
1205,06111007406,,,
1206,06111007507,,,
1207,06111007508,,,
1208,06111007509,,,
1209,06111007510,,,
1210,06111007513,,,
1211,06111007514,,,
1212,06111007613,,,
1213,06111007700,,,
1214,06111007405,,,
1215,06111007505,,,
1216,06111007506,,,
1217,06111007512,,,
1218,06111007800,,,
1219,06111007901,,,
1220,06111007904,,,
1221,06111008001,,,
1222,06111008002,,,
1223,06111008004,,,
1224,06111008005,,,
1225,06111008101,,,
1226,06111008201,,,
1227,06111008202,,,
1228,06111007614,,,
1229,06111007903,,,
1230,06111008401,,,
1231,06111008500,,,
1232,06037113211,91094.0,1678.0,1382.0
1233,06037113231,112500.0,816.0,665.0
1234,06037113232,113079.0,1399.0,1202.0
1235,06037113235,89792.0,711.0,473.0
1236,06037113237,82024.0,1458.0,940.0
1237,06037134302,103750.0,1261.0,1028.0
1238,06037134303,78864.0,1824.0,1356.0
1239,06037134304,64167.0,926.0,615.0
1240,06037134421,140313.0,1386.0,1298.0
1241,06037134422,121250.0,1590.0,1362.0
1242,06037134423,100950.0,1297.0,1057.0
1243,06037134424,147679.0,967.0,939.0
1244,06037135102,145313.0,1210.0,982.0
1245,06037135111,101554.0,1134.0,610.0
1246,06037135201,106550.0,897.0,714.0
1247,06037135202,116321.0,1483.0,1228.0
1248,06037135203,116518.0,2545.0,2186.0
1249,06037980023,,0.0,0.0
1250,06111007511,,,
1251,06111008302,,,
1252,06111008303,,,
1253,06111008304,,,
1254,06111008306,,,
1255,06037108101,121563.0,777.0,645.0
1256,06037108102,100938.0,1217.0,1001.0
1257,06037111204,154038.0,1956.0,1878.0
1258,06037111205,77351.0,1327.0,706.0
1259,06037111206,114275.0,1503.0,1412.0
1260,06037113101,106000.0,1112.0,898.0
1261,06037113102,163021.0,981.0,937.0
1262,06037113212,84429.0,1084.0,626.0
1263,06037113213,91544.0,1695.0,1026.0
1264,06037113233,46474.0,2534.0,622.0
1265,06037113234,59598.0,1508.0,746.0
1266,06037113301,66793.0,1287.0,605.0
1267,06037113303,93656.0,1407.0,1234.0
1268,06037113321,76897.0,2544.0,563.0
1269,06037113322,94983.0,1449.0,1150.0
1270,06037113401,86101.0,1972.0,1372.0
1271,06037113421,65060.0,2127.0,398.0
1272,06037113422,75109.0,2101.0,1135.0
1273,06037115103,43958.0,28.0,0.0
1274,06037115201,65208.0,2681.0,761.0
1275,06037115202,65125.0,1913.0,846.0
1276,06037115301,94279.0,1653.0,917.0
1277,06037115302,45549.0,1056.0,357.0
1278,06037115403,54407.0,1038.0,349.0
1279,06037115404,66136.0,860.0,400.0
1280,06037131010,56487.0,1999.0,422.0
1281,06037131020,66875.0,1697.0,879.0
1282,06037131400,67730.0,1935.0,892.0
1283,06037131600,77222.0,1450.0,1045.0
1284,06037131701,71595.0,1828.0,807.0
1285,06037131702,68083.0,1123.0,786.0
1286,06037131800,66434.0,1638.0,614.0
1287,06037132300,49741.0,2506.0,696.0
1288,06037132501,60156.0,1193.0,541.0
1289,06037132502,52712.0,1365.0,710.0
1290,06037132700,64412.0,1592.0,857.0
1291,06037133000,72864.0,1314.0,895.0
1292,06037133100,52262.0,2024.0,846.0
1293,06037134001,63846.0,982.0,325.0
1294,06037134002,54138.0,1084.0,490.0
1295,06037134101,69476.0,1450.0,890.0
1296,06037134103,81833.0,1346.0,826.0
1297,06037134104,60582.0,1440.0,595.0
1298,06037134201,91758.0,1253.0,979.0
1299,06037134305,37606.0,1130.0,5.0
1300,06037134306,69286.0,1324.0,384.0
1301,06037134520,46011.0,1879.0,288.0
1302,06037134521,57669.0,791.0,148.0
1303,06037134522,37869.0,1399.0,269.0
1304,06037134710,46050.0,1645.0,340.0
1305,06037134720,66650.0,1657.0,837.0
1306,06037134800,84038.0,1884.0,1316.0
1307,06037134901,74125.0,1121.0,681.0
1308,06037134903,77353.0,2764.0,0.0
1309,06037134904,49866.0,1369.0,638.0
1310,06037134905,84224.0,2434.0,377.0
1311,06037135113,85505.0,1405.0,218.0
1312,06037135114,58958.0,2746.0,397.0
1313,06037139301,126328.0,1579.0,1289.0
1314,06037108103,146932.0,1016.0,927.0
1315,06037108104,152321.0,570.0,480.0
1316,06037108201,129688.0,1847.0,1497.0
1317,06037108202,97188.0,2723.0,1897.0
1318,06037920303,95714.0,622.0,280.0
1319,06037920312,79241.0,2101.0,997.0
1320,06037920313,106974.0,1530.0,1252.0
1321,06037920322,110781.0,996.0,788.0
1322,06037920326,112317.0,2446.0,1219.0
1323,06037920334,87273.0,2184.0,1371.0
1324,06037920336,56912.0,1644.0,459.0
1325,06037920338,156776.0,1741.0,1555.0
1326,06111008305,,,
1327,06111008402,,,
1328,06037920104,127625.0,850.0,801.0
1329,06111000200,,,
1330,06037920015,145833.0,2012.0,1865.0
1331,06037920018,113750.0,696.0,606.0
1332,06037920106,89087.0,915.0,763.0
1333,06037920107,180500.0,1672.0,1395.0
1334,06037920108,119289.0,1749.0,1317.0
1335,06037920109,112959.0,2079.0,1411.0
1336,06037920110,144886.0,981.0,697.0
1337,06037920111,107132.0,894.0,804.0
1338,06037920112,104559.0,1478.0,1061.0
1339,06037920114,120536.0,2258.0,1167.0
1340,06037920115,117955.0,1518.0,1119.0
1341,06037920116,113720.0,1640.0,1508.0
1342,06037920118,126425.0,1803.0,1637.0
1343,06037920119,142321.0,537.0,507.0
1344,06037920200,,0.0,0.0
1345,06037920328,111042.0,835.0,403.0
1346,06037920329,91130.0,2942.0,1756.0
1347,06037920330,88571.0,1538.0,796.0
1348,06037920331,102225.0,1247.0,953.0
1349,06037920339,143047.0,2383.0,1792.0
1350,06037106646,110734.0,967.0,870.0
1351,06037109100,67750.0,772.0,576.0
1352,06037109200,117857.0,944.0,748.0
1353,06037109300,86316.0,920.0,767.0
1354,06037109400,82215.0,1113.0,794.0
1355,06037109500,33387.0,1038.0,590.0
1356,06037109601,93778.0,1281.0,1085.0
1357,06037109603,56970.0,1314.0,736.0
1358,06037109604,92500.0,918.0,734.0
1359,06037109700,101709.0,1366.0,1147.0
1360,06037109800,92356.0,1451.0,1066.0
1361,06037111100,91648.0,941.0,735.0
1362,06037111201,90341.0,1121.0,987.0
1363,06037111202,84240.0,1763.0,1243.0
1364,06037111301,66861.0,2773.0,892.0
1365,06037111302,62865.0,1801.0,906.0
1366,06037111400,61467.0,2888.0,1087.0
1367,06037115101,141711.0,1656.0,1542.0
1368,06037115104,54861.0,1915.0,481.0
1369,06037115401,71646.0,1933.0,750.0
1370,06037117101,90750.0,1465.0,1012.0
1371,06037117102,69500.0,802.0,560.0
1372,06037117201,61335.0,1239.0,393.0
1373,06037117202,100326.0,814.0,648.0
